SRR1298742.3056	IGHD3-22 28 2 
SRR1298742.5213	IGHD6-13 13 0 
SRR1298742.5749	IGHD3-22 16 0 
SRR1298742.3047	IGHD3-22 28 2 
SRR1298742.6919	IGHD3-22 28 2 
SRR1298742.395	IGHD6-13 13 0 
SRR1298742.5351	IGHD2-2 24 0 
SRR1298742.1137	IGHD3-22 13 0 
SRR1298742.7282	IGHD6-13 13 0 
SRR1298742.592	IGHD6-13 13 0 
SRR1298742.7131	IGHD2-2 24 0 
SRR1298742.4644	IGHD3-22 13 0 
SRR1298742.4625	IGHD6-13 13 0 
SRR1298742.2658	IGHD6-13 13 0 
SRR1298742.9097	IGHD2-2 24 0 
SRR1298742.4853	IGHD3-22 28 2 
SRR1298742.4830	IGHD6-13 13 0 
SRR1298742.4204	IGHD2-2 24 0 
SRR1298742.54	IGHD6-13 13 0 
SRR1298742.8601	IGHD2-2 24 0 
SRR1298742.222	IGHD3-22 28 2 
SRR1298742.4965	IGHD6-13 13 0 
SRR1298742.5801	IGHD6-13 13 0 
SRR1298742.4682	IGHD3-22 28 2 
SRR1298742.7448	IGHD3-22 13 0 
SRR1298742.9444	IGHD3-9 14 0 
SRR1298742.4110	IGHD2-2 24 0 
SRR1298742.4962	IGHD6-13 13 0 
SRR1298742.9075	IGHD2-2 24 1 
SRR1298742.4768	IGHD2-2 24 0 
SRR1298742.9028	IGHD6-13 13 0 
SRR1298742.4980	IGHD3-22 13 0 
SRR1298742.8456	IGHD2-2 24 0 
SRR1298742.5101	IGHD2-2 24 0 
SRR1298742.1808	IGHD6-13 13 0 
SRR1298742.4968	IGHD6-13 13 0 
SRR1298742.2420	IGHD3-22 28 2 
SRR1298742.3704	IGHD3-22 13 0 
SRR1298742.3495	IGHD6-13 13 0 
SRR1298742.2332	IGHD3-22 13 0 
SRR1298742.8620	IGHD3-22 28 2 
SRR1298742.5502	IGHD2-2 24 0 
SRR1298742.190	IGHD6-13 13 0 
SRR1298742.5849	IGHD6-13 13 0 
SRR1298742.5206	IGHD3-22 28 2 
SRR1298742.1762	IGHD2-2 24 0 
SRR1298742.6500	IGHD2-2 24 0 
SRR1298742.9326	IGHD3-22 28 2 
SRR1298742.1708	IGHD6-13 13 0 
SRR1298742.2352	IGHD3-22 13 0 
SRR1298742.2344	IGHD2-2 24 0 
SRR1298742.8623	IGHD3-22 13 0 
SRR1298742.256	IGHD3-22 13 0 
SRR1298742.2163	IGHD6-13 13 0 
SRR1298742.1517	IGHD2-2 22 0 
SRR1298742.4046	IGHD2-2 24 0 
SRR1298742.103	IGHD3-22 13 0 
SRR1298742.2898	IGHD6-13 13 0 
SRR1298742.3421	IGHD3-22 13 0 
SRR1298742.4344	IGHD3-22 13 0 
SRR1298742.2094	IGHD3-22 28 2 
SRR1298742.6607	IGHD2-2 24 0 
SRR1298742.7808	IGHD3-22 13 0 
SRR1298742.9379	IGHD2-2 24 0 
SRR1298742.5021	IGHD3-22 13 0 
SRR1298742.7029	IGHD2-2 24 0 
SRR1298742.6267	IGHD2-2 24 0 
SRR1298742.3620	IGHD3-22 28 2 
SRR1298742.9046	IGHD6-13 13 0 
SRR1298742.1300	IGHD3-22 28 2 
SRR1298742.3927	IGHD3-22 13 0 
SRR1298742.2596	IGHD6-13 13 0 
SRR1298742.5390	IGHD3-22 13 0 
SRR1298742.7478	IGHD3-22 13 0 
SRR1298742.5032	IGHD2-2 24 0 
SRR1298742.5332	IGHD3-22 13 0 
SRR1298742.138	IGHD6-13 13 0 
SRR1298742.2123	IGHD2-2 24 0 
SRR1298742.894	IGHD3-22 28 2 
SRR1298742.4104	IGHD3-22 13 0 
SRR1298742.61	IGHD6-13 13 0 
SRR1298742.6219	IGHD3-22 28 2 
SRR1298742.9207	IGHD3-22 13 0 
SRR1298742.9021	IGHD6-13 13 0 
SRR1298742.9268	IGHD2-2 24 0 
SRR1298742.9011	IGHD2-2 24 0 
SRR1298742.4473	IGHD2-2 24 0 
SRR1298742.6494	IGHD2-2 24 0 
SRR1298742.432	IGHD6-13 13 0 
SRR1298742.6028	IGHD3-22 28 2 
SRR1298742.497	IGHD6-13 13 0 
SRR1298742.996	IGHD3-22 13 0 
SRR1298742.2985	IGHD6-13 13 0 
SRR1298742.3109	IGHD3-22 28 2 
SRR1298742.3633	IGHD3-22 28 2 
SRR1298742.1327	IGHD3-22 13 0 
SRR1298742.4333	IGHD2-2 24 0 
SRR1298742.1742	IGHD6-13 13 0 
SRR1298742.3078	IGHD6-13 13 0 
SRR1298742.1979	IGHD3-22 28 2 
SRR1298742.2150	IGHD6-13 13 0 
SRR1298742.3310	IGHD3-22 28 2 
SRR1298742.3083	IGHD6-13 13 0 
SRR1298742.3856	IGHD3-22 13 0 
SRR1298742.3884	IGHD2-2 24 0 
SRR1298742.259	IGHD3-22 13 0 
SRR1298742.3761	IGHD3-22 28 2 
SRR1298742.4129	IGHD2-2 24 0 
SRR1298742.7493	IGHD2-2 24 0 
SRR1298742.923	IGHD2-2 24 0 
SRR1298742.8140	IGHD2-2 24 0 
SRR1298742.3840	IGHD2-2 24 0 
SRR1298742.7734	IGHD6-13 13 0 
SRR1298742.2554	IGHD6-13 13 0 
SRR1298742.3175	IGHD3-22 28 2 
SRR1298742.7260	IGHD3-22 28 2 
SRR1298742.3682	IGHD3-22 13 0 
SRR1298742.7866	IGHD2-2 24 0 
SRR1298742.1587	IGHD3-22 26 2 
SRR1298742.913	IGHD2-2 24 0 
SRR1298742.2031	IGHD2-2 24 0 
SRR1298742.1350	IGHD2-2 24 0 
SRR1298742.1535	IGHD6-13 13 0 
SRR1298742.3136	IGHD2-2 22 0 
SRR1298742.6236	IGHD3-22 13 0 
SRR1298742.1243	IGHD6-13 13 0 
SRR1298742.4259	IGHD6-13 13 0 
SRR1298742.3815	IGHD6-13 13 0 
SRR1298742.3319	IGHD3-22 28 2 
SRR1298742.7847	IGHD2-2 21 0 
SRR1298742.2912	IGHD6-13 13 0 
SRR1298742.7184	IGHD2-2 22 0 
SRR1298742.8022	IGHD2-2 24 0 
SRR1298742.7050	IGHD3-22 13 0 
SRR1298742.3954	IGHD6-13 13 0 
SRR1298742.875	IGHD3-22 13 0 
SRR1298742.4255	IGHD3-22 28 2 
SRR1298742.2161	IGHD6-13 13 0 
SRR1298742.1271	IGHD3-22 28 2 
SRR1298742.336	IGHD3-22 13 0 
SRR1298742.2042	IGHD3-22 28 2 
SRR1298742.228	IGHD6-13 13 0 
SRR1298742.1135	IGHD3-22 28 2 
SRR1298742.6247	IGHD2-2 24 0 
SRR1298742.1686	IGHD3-22 28 2 
SRR1298742.5191	IGHD3-22 28 2 
SRR1298742.3302	IGHD6-13 13 0 
SRR1298742.839	IGHD3-22 13 0 
SRR1298742.8482	IGHD3-22 28 2 
SRR1298742.7208	IGHD2-2 24 0 
SRR1298742.8021	IGHD3-22 21 1 
SRR1298742.6441	IGHD6-13 13 0 
SRR1298742.7890	IGHD2-2 24 0 
SRR1298742.1107	IGHD6-13 13 0 
SRR1298742.735	IGHD3-22 13 0 
SRR1298742.8859	IGHD2-2 24 0 
SRR1298742.6856	IGHD2-2 24 0 
SRR1298742.4492	IGHD3-22 13 0 
SRR1298742.4864	IGHD3-22 28 2 
SRR1298742.6112	IGHD6-13 13 0 
SRR1298742.3512	IGHD2-2 24 0 
SRR1298742.8646	IGHD6-19 13 0 
SRR1298742.8497	IGHD3-22 28 2 
SRR1298742.3872	IGHD6-13 13 0 
SRR1298742.7883	IGHD6-13 13 0 
SRR1298742.2530	IGHD3-22 13 0 
SRR1298742.5133	IGHD3-3 16 0 
SRR1298742.521	IGHD6-13 13 0 
SRR1298742.797	IGHD3-22 28 2 
SRR1298742.3002	IGHD6-13 13 0 
SRR1298742.3039	IGHD3-22 16 0 
SRR1298742.4812	IGHD3-22 28 2 
SRR1298742.8401	IGHD2-2 24 1 
SRR1298742.5299	IGHD2-2 24 0 
SRR1298742.975	IGHD3-22 28 2 
SRR1298742.6309	IGHD2-2 24 0 
SRR1298742.4694	IGHD6-13 13 0 
SRR1298742.5689	IGHD3-22 13 0 
SRR1298742.5620	IGHD2-2 24 0 
SRR1298742.5370	IGHD6-13 13 0 
SRR1298742.6801	IGHD3-22 13 0 
SRR1298742.3708	IGHD2-2 22 0 
SRR1298742.1572	IGHD6-13 13 0 
SRR1298742.7964	IGHD2-2 24 0 
SRR1298742.4166	IGHD2-2 24 0 
SRR1298742.5115	IGHD3-22 13 0 
SRR1298742.1950	IGHD3-22 28 2 
SRR1298742.1075	IGHD6-13 13 0 
SRR1298742.8393	IGHD2-2 24 0 
SRR1298742.2062	IGHD3-22 28 2 
SRR1298742.9352	IGHD2-2 24 0 
SRR1298742.7669	IGHD2-2 24 0 
SRR1298742.2881	IGHD2-2 24 0 
SRR1298742.4161	IGHD3-22 13 0 
SRR1298742.1887	IGHD6-13 13 0 
SRR1298742.4953	IGHD3-22 28 2 
SRR1298742.5988	IGHD2-2 24 0 
SRR1298742.2386	IGHD6-13 13 0 
SRR1298742.1419	IGHD3-22 28 2 
SRR1298742.2309	IGHD3-22 13 0 
SRR1298742.45	IGHD3-22 16 0 
SRR1298742.1918	IGHD3-22 28 2 
SRR1298742.3723	IGHD2-2 24 0 
SRR1298742.6608	IGHD3-22 13 0 
SRR1298742.180	IGHD3-22 13 0 
SRR1298742.2833	IGHD6-13 13 0 
SRR1298742.9354	IGHD2-2 24 1 
SRR1298742.4609	IGHD3-22 28 2 
SRR1298742.5190	IGHD3-22 13 0 
SRR1298742.6522	IGHD2-2 24 0 
SRR1298742.5199	IGHD2-2 24 1 
SRR1298742.4071	IGHD6-13 13 0 
SRR1298742.3104	IGHD6-13 13 0 
SRR1298742.7042	IGHD3-22 28 2 
SRR1298742.3737	IGHD3-22 28 2 
SRR1298742.5340	IGHD6-13 13 0 
SRR1298742.4517	IGHD3-22 16 0 
SRR1298742.2639	IGHD6-13 13 0 
SRR1298742.3728	IGHD3-22 28 2 
SRR1298742.1456	IGHD6-13 13 0 
SRR1298742.962	IGHD3-22 28 2 
SRR1298742.2606	IGHD3-22 28 3 
SRR1298742.1353	IGHD2-2 24 0 
SRR1298742.5122	IGHD6-13 13 0 
SRR1298742.7049	IGHD3-22 28 2 
SRR1298742.3997	IGHD2-2 24 0 
SRR1298742.8378	IGHD6-13 13 0 
SRR1298742.5788	IGHD6-13 13 0 
SRR1298742.585	IGHD3-22 28 2 
SRR1298742.3424	IGHD2-2 24 0 
SRR1298742.1358	IGHD3-22 28 2 
SRR1298742.5132	IGHD3-22 16 0 
SRR1298742.5071	IGHD2-2 24 0 
SRR1298742.1211	IGHD3-22 13 0 
SRR1298742.4464	IGHD3-22 28 2 
SRR1298742.9269	IGHD2-2 24 0 
SRR1298742.8208	IGHD2-2 24 0 
SRR1298742.4090	IGHD6-13 13 0 
SRR1298742.8269	IGHD2-2 24 0 
SRR1298742.7395	IGHD3-22 13 0 
SRR1298742.6224	IGHD3-22 28 2 
SRR1298742.2588	IGHD3-22 28 2 
SRR1298742.2574	IGHD3-22 28 2 
SRR1298742.2872	IGHD2-2 24 0 
SRR1298742.9024	IGHD2-2 24 0 
SRR1298742.7497	IGHD3-22 13 0 
SRR1298742.9309	IGHD3-22 13 0 
SRR1298742.2697	IGHD6-13 13 0 
SRR1298742.6813	IGHD2-2 24 0 
SRR1298742.3881	IGHD2-2 24 0 
SRR1298742.6574	IGHD3-22 28 2 
SRR1298742.3777	IGHD2-2 24 0 
SRR1298742.6676	IGHD2-2 24 0 
SRR1298742.3422	IGHD4-23 15 0 
SRR1298742.5521	IGHD2-2 24 0 
SRR1298742.7820	IGHD3-22 13 0 
SRR1298742.2975	IGHD3-22 13 0 
SRR1298742.6613	IGHD6-13 13 0 
SRR1298742.2443	IGHD3-22 13 0 
SRR1298742.3744	IGHD3-22 16 0 
SRR1298742.1964	IGHD3-22 13 0 
SRR1298742.459	IGHD3-22 28 2 
SRR1298742.5921	IGHD2-2 24 0 
SRR1298742.4229	IGHD3-22 13 0 
SRR1298742.1998	IGHD6-13 13 0 
SRR1298742.9165	IGHD6-13 13 0 
SRR1298742.3676	IGHD3-22 13 0 
SRR1298742.8158	IGHD2-2 24 0 
SRR1298742.7495	IGHD2-2 24 0 
SRR1298742.8541	IGHD3-22 13 0 
SRR1298742.1482	IGHD3-22 13 0 
SRR1298742.7094	IGHD2-2 24 0 
SRR1298742.6288	IGHD2-2 24 0 
SRR1298742.6506	IGHD3-22 13 0 
SRR1298742.1476	IGHD3-22 13 0 
SRR1298742.5103	IGHD6-13 13 0 
SRR1298742.1039	IGHD2-2 22 0 
SRR1298742.734	IGHD6-13 13 0 
SRR1298742.3105	IGHD3-22 16 0 
SRR1298742.4894	IGHD3-22 28 2 
SRR1298742.615	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.4082	IGHD3-22 28 2 
SRR1298742.7854	IGHD2-2 24 0 
SRR1298742.8118	IGHD2-2 24 0 
SRR1298742.1720	IGHD3-22 13 0 
SRR1298742.5465	IGHD2-2 24 0 
SRR1298742.6220	IGHD2-2 24 0 
SRR1298742.5524	IGHD3-22 28 2 
SRR1298742.783	IGHD3-22 28 2 
SRR1298742.4330	IGHD6-13 13 0 
SRR1298742.8049	IGHD3-22 28 2 
SRR1298742.4143	IGHD6-13 13 0 
SRR1298742.9208	IGHD2-2 24 0 
SRR1298742.8472	IGHD2-2 24 0 
SRR1298742.4867	IGHD3-22 28 2 
SRR1298742.5796	IGHD2-2 24 0 
SRR1298742.812	IGHD3-22 13 0 
SRR1298742.6261	IGHD3-22 28 2 
SRR1298742.5601	IGHD3-22 26 2 
SRR1298742.6687	IGHD3-22 28 2 
SRR1298742.6532	IGHD3-22 13 0 
SRR1298742.3485	IGHD3-22 28 2 
SRR1298742.7422	IGHD6-13 13 0 
SRR1298742.8783	IGHD2-2 24 0 
SRR1298742.120	IGHD6-13 13 0 
SRR1298742.6100	IGHD6-13 13 0 
SRR1298742.2787	IGHD2-2 24 0 
SRR1298742.4160	IGHD6-13 13 0 
SRR1298742.861	IGHD3-22 13 0 
SRR1298742.5506	IGHD6-13 13 0 
SRR1298742.778	IGHD3-22 13 0 
SRR1298742.3876	IGHD2-2 22 0 
SRR1298742.5875	IGHD2-2 24 0 
SRR1298742.164	IGHD3-22 28 2 
SRR1298742.7229	IGHD3-22 13 0 
SRR1298742.6851	IGHD2-2 24 0 
SRR1298742.6342	IGHD3-22 28 2 
SRR1298742.4254	IGHD3-22 28 2 
SRR1298742.2749	IGHD2-2 24 0 
SRR1298742.2380	IGHD3-22 28 2 
SRR1298742.632	IGHD3-22 13 0 
SRR1298742.5004	IGHD2-2 24 0 
SRR1298742.8432	IGHD3-22 13 0 
SRR1298742.7113	IGHD2-2 24 0 
SRR1298742.7183	IGHD2-2 24 0 
SRR1298742.7998	IGHD2-2 24 0 
SRR1298742.1220	IGHD3-22 13 0 
SRR1298742.4775	IGHD6-13 13 0 
SRR1298742.3783	IGHD3-22 28 2 
SRR1298742.6831	IGHD3-22 28 2 
SRR1298742.7163	IGHD3-22 28 2 
SRR1298742.2396	IGHD3-22 13 0 
SRR1298742.1439	IGHD6-13 13 0 
SRR1298742.157	IGHD6-13 13 0 
SRR1298742.2088	IGHD3-22 13 0 
SRR1298742.5661	IGHD2-2 24 0 
SRR1298742.7611	IGHD3-22 15 0 
SRR1298742.3473	IGHD6-13 13 0 
SRR1298742.1258	IGHD6-13 13 0 
SRR1298742.1477	IGHD6-13 13 0 
SRR1298742.8358	IGHD3-16 14 0 
SRR1298742.8254	IGHD6-13 13 0 
SRR1298742.1780	IGHD2-2 24 0 
SRR1298742.27	IGHD3-22 13 0 
SRR1298742.3164	IGHD6-13 13 0 
SRR1298742.7822	IGHD3-22 13 0 
SRR1298742.9453	IGHD6-13 13 0 
SRR1298742.2627	IGHD3-22 28 2 
SRR1298742.2759	IGHD6-13 13 0 
SRR1298742.7256	IGHD3-22 13 0 
SRR1298742.9456	IGHD2-2 24 1 
SRR1298742.4527	IGHD3-22 28 2 
SRR1298742.5516	IGHD2-2 24 0 
SRR1298742.7254	IGHD6-13 13 0 
SRR1298742.3180	IGHD3-22 13 0 
SRR1298742.1939	IGHD2-2 24 0 
SRR1298742.7995	IGHD3-22 28 2 
SRR1298742.1606	IGHD3-22 13 0 
SRR1298742.2317	IGHD2-2 24 0 
SRR1298742.784	IGHD3-22 28 2 
SRR1298742.8634	IGHD2-2 24 0 
SRR1298742.1549	IGHD2-2 22 0 
SRR1298742.5463	IGHD3-22 13 0 
SRR1298742.7948	IGHD2-2 24 0 
SRR1298742.3342	IGHD3-22 13 0 
SRR1298742.8090	IGHD2-2 24 0 
SRR1298742.188	IGHD6-13 13 0 
SRR1298742.151	IGHD6-13 13 0 
SRR1298742.990	IGHD3-22 13 0 
SRR1298742.5980	IGHD3-22 28 2 
SRR1298742.5450	IGHD6-13 13 0 
SRR1298742.7691	IGHD3-22 13 0 
SRR1298742.5246	IGHD2-2 24 0 
SRR1298742.2098	IGHD3-22 13 0 
SRR1298742.3999	IGHD6-13 13 0 
SRR1298742.6794	IGHD6-13 13 0 
SRR1298742.2393	IGHD3-22 13 0 
SRR1298742.5048	IGHD6-13 13 0 
SRR1298742.2280	IGHD6-13 13 0 
SRR1298742.8616	IGHD2-2 24 0 
SRR1298742.3057	IGHD6-13 13 0 
SRR1298742.6912	IGHD3-22 16 0 
SRR1298742.2304	IGHD6-13 13 0 
SRR1298742.5224	IGHD6-13 13 0 
SRR1298742.7419	IGHD6-13 13 0 
SRR1298742.6705	IGHD2-2 24 0 
SRR1298742.3933	IGHD6-13 13 0 
SRR1298742.4809	IGHD2-2 24 0 
SRR1298742.1778	IGHD3-22 28 2 
SRR1298742.6074	IGHD2-2 24 0 
SRR1298742.8593	IGHD2-2 24 0 
SRR1298742.2121	IGHD6-13 13 0 
SRR1298742.81	IGHD3-22 28 2 
SRR1298742.6885	IGHD3-22 13 0 
SRR1298742.5100	IGHD2-2 22 0 
SRR1298742.994	IGHD3-22 28 2 
SRR1298742.3212	IGHD3-22 13 0 
SRR1298742.6242	IGHD3-22 13 0 
SRR1298742.8209	IGHD2-2 24 0 
SRR1298742.8340	IGHD3-22 28 2 
SRR1298742.6691	IGHD6-13 13 0 
SRR1298742.6102	IGHD3-22 13 0 
SRR1298742.5621	IGHD2-2 24 0 
SRR1298742.3397	IGHD3-22 13 0 
SRR1298742.679	IGHD3-22 13 0 
SRR1298742.4466	IGHD2-2 24 0 
SRR1298742.9012	IGHD3-22 28 2 
SRR1298742.7007	IGHD2-2 24 1 
SRR1298742.3115	IGHD3-22 28 2 
SRR1298742.8135	IGHD2-2 24 0 
SRR1298742.4989	IGHD6-13 13 0 
SRR1298742.9064	IGHD2-2 24 0 
SRR1298742.5772	IGHD3-22 28 2 
SRR1298742.7633	IGHD3-22 13 0 
SRR1298742.737	IGHD3-22 13 0 
SRR1298742.9350	IGHD6-13 13 0 
SRR1298742.4126	IGHD6-13 13 0 
SRR1298742.5734	IGHD3-22 28 2 
SRR1298742.9156	IGHD2-2 24 0 
SRR1298742.8149	IGHD3-22 28 2 
SRR1298742.1856	IGHD3-22 13 0 
SRR1298742.5911	IGHD3-22 28 2 
SRR1298742.3182	IGHD3-22 28 2 
SRR1298742.7420	IGHD2-2 24 0 
SRR1298742.6409	IGHD2-2 24 0 
SRR1298742.1491	IGHD3-22 28 2 
SRR1298742.2084	IGHD3-22 13 0 
SRR1298742.3407	IGHD6-13 13 0 
SRR1298742.1577	IGHD3-22 28 2 
SRR1298742.2829	IGHD3-22 28 2 
SRR1298742.1197	IGHD6-13 13 0 
SRR1298742.376	IGHD6-13 13 0 
SRR1298742.4601	IGHD6-13 13 0 
SRR1298742.4680	IGHD6-13 13 0 
SRR1298742.3328	IGHD6-13 13 0 
SRR1298742.2439	IGHD2-2 24 0 
SRR1298742.4431	IGHD6-13 13 0 
SRR1298742.2461	IGHD3-22 13 0 
SRR1298742.9388	IGHD3-22 13 0 
SRR1298742.6978	IGHD3-22 13 0 
SRR1298742.404	IGHD3-22 28 2 
SRR1298742.4907	IGHD3-22 13 0 
SRR1298742.714	IGHD3-22 17 1 
SRR1298742.7313	IGHD2-2 24 0 
SRR1298742.5313	IGHD3-22 13 0 
SRR1298742.6176	IGHD3-22 13 0 
SRR1298742.1117	IGHD3-22 13 0 
SRR1298742.3026	IGHD3-22 28 2 
SRR1298742.1425	IGHD6-13 13 0 
SRR1298742.2677	IGHD3-22 13 0 
SRR1298742.1112	IGHD3-22 16 0 
SRR1298742.5079	IGHD3-22 28 2 
SRR1298742.5228	IGHD3-22 13 0 
SRR1298742.9134	IGHD2-2 24 0 
SRR1298742.668	IGHD3-22 13 0 
SRR1298742.6934	IGHD6-13 13 0 
SRR1298742.559	IGHD3-22 13 0 
SRR1298742.4677	IGHD3-22 28 2 
SRR1298742.3107	IGHD3-22 28 2 
SRR1298742.5707	IGHD3-22 28 2 
SRR1298742.4748	IGHD2-2 24 0 
SRR1298742.455	IGHD6-13 13 0 
SRR1298742.6915	IGHD2-2 24 0 
SRR1298742.1500	IGHD6-13 13 0 
SRR1298742.5834	IGHD6-13 13 0 
SRR1298742.2789	IGHD3-22 13 0 
SRR1298742.5649	IGHD2-2 24 0 
SRR1298742.9399	IGHD3-22 28 2 
SRR1298742.7701	IGHD2-2 24 0 
SRR1298742.5123	IGHD3-22 13 0 
SRR1298742.3963	IGHD6-13 13 0 
SRR1298742.3906	IGHD3-22 28 2 
SRR1298742.1056	IGHD3-22 13 0 
SRR1298742.3763	IGHD2-2 24 0 
SRR1298742.4107	IGHD6-13 13 0 
SRR1298742.8909	IGHD3-22 13 0 
SRR1298742.6601	IGHD3-22 13 0 
SRR1298742.3994	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.4283	IGHD6-13 13 0 
SRR1298742.877	IGHD3-22 13 0 
SRR1298742.4660	IGHD2-2 24 0 
SRR1298742.992	IGHD6-13 13 0 
SRR1298742.1788	IGHD6-13 13 0 
SRR1298742.9439	IGHD6-13 13 0 
SRR1298742.5247	IGHD2-2 24 0 
SRR1298742.7272	IGHD2-2 24 0 
SRR1298742.3644	IGHD3-22 13 0 
SRR1298742.8215	IGHD6-13 13 0 
SRR1298742.7653	IGHD2-2 24 0 
SRR1298742.1875	IGHD3-22 13 0 
SRR1298742.5274	IGHD3-22 13 0 
SRR1298742.5239	IGHD3-22 13 0 
SRR1298742.8900	IGHD3-22 13 0 
SRR1298742.7426	IGHD3-22 16 0 
SRR1298742.6611	IGHD2-2 24 0 
SRR1298742.3448	IGHD3-22 28 2 
SRR1298742.2661	IGHD3-22 28 2 
SRR1298742.2230	IGHD3-22 28 2 
SRR1298742.7479	IGHD6-13 13 0 
SRR1298742.6404	IGHD3-22 28 2 
SRR1298742.4784	IGHD3-22 28 2 
SRR1298742.6350	IGHD2-2 24 0 
SRR1298742.970	IGHD6-13 13 0 
SRR1298742.7623	IGHD6-13 13 0 
SRR1298742.6282	IGHD2-2 24 0 
SRR1298742.9209	IGHD3-22 28 2 
SRR1298742.6040	IGHD2-2 24 0 
SRR1298742.272	IGHD6-13 13 0 
SRR1298742.6198	IGHD3-22 28 2 
SRR1298742.4365	IGHD3-22 13 0 
SRR1298742.7767	IGHD3-22 13 0 
SRR1298742.1003	IGHD3-22 28 2 
SRR1298742.790	IGHD3-22 13 0 
SRR1298742.6361	IGHD3-22 13 0 
SRR1298742.9314	IGHD3-22 28 3 
SRR1298742.8641	IGHD3-22 13 0 
SRR1298742.6058	IGHD2-2 22 0 
SRR1298742.9333	IGHD2-2 24 0 
SRR1298742.183	IGHD6-13 13 0 
SRR1298742.8487	IGHD3-22 28 2 
SRR1298742.6707	IGHD3-22 13 0 
SRR1298742.879	IGHD6-13 13 0 
SRR1298742.279	IGHD3-22 28 2 
SRR1298742.8034	IGHD2-2 24 0 
SRR1298742.6360	IGHD3-22 28 2 
SRR1298742.7560	IGHD6-13 13 0 
SRR1298742.5442	IGHD3-22 13 0 
SRR1298742.9032	IGHD2-2 24 0 
SRR1298742.7140	IGHD2-2 24 0 
SRR1298742.9035	IGHD6-13 13 0 
SRR1298742.523	IGHD6-13 13 0 
SRR1298742.3461	IGHD3-22 13 0 
SRR1298742.7853	IGHD2-2 24 0 
SRR1298742.6095	IGHD2-2 24 0 
SRR1298742.6841	IGHD2-2 24 0 
SRR1298742.8339	IGHD3-22 28 2 
SRR1298742.4946	IGHD6-13 13 0 
SRR1298742.8635	IGHD6-13 13 0 
SRR1298742.8270	IGHD6-13 13 0 
SRR1298742.6223	IGHD6-13 13 0 
SRR1298742.6405	IGHD6-13 13 0 
SRR1298742.6113	IGHD2-2 24 0 
SRR1298742.1373	IGHD6-13 13 0 
SRR1298742.8040	IGHD6-13 13 0 
SRR1298742.3928	IGHD3-22 28 2 
SRR1298742.1323	IGHD3-22 13 0 
SRR1298742.6376	IGHD3-22 28 2 
SRR1298742.7692	IGHD2-2 24 0 
SRR1298742.6291	IGHD2-2 24 0 
SRR1298742.4268	IGHD3-22 21 1 
SRR1298742.391	IGHD6-13 13 0 
SRR1298742.7966	IGHD3-22 13 0 
SRR1298742.7753	IGHD3-22 28 2 
SRR1298742.5946	IGHD3-22 28 2 
SRR1298742.4136	IGHD3-22 13 0 
SRR1298742.2302	IGHD3-22 13 0 
SRR1298742.8096	IGHD6-13 13 0 
SRR1298742.1756	IGHD3-22 28 2 
SRR1298742.5830	IGHD2-2 24 0 
SRR1298742.8613	IGHD6-13 13 0 
SRR1298742.152	IGHD6-13 13 0 
SRR1298742.2139	IGHD3-22 13 0 
SRR1298742.3009	IGHD3-22 13 0 
SRR1298742.8516	IGHD3-22 28 2 
SRR1298742.5837	IGHD2-2 24 0 
SRR1298742.3146	IGHD3-22 13 0 
SRR1298742.2982	IGHD3-22 28 2 
SRR1298742.8760	IGHD2-2 24 0 
SRR1298742.9324	IGHD3-22 28 2 
SRR1298742.768	IGHD3-22 28 2 
SRR1298742.6970	IGHD6-13 13 0 
SRR1298742.7826	IGHD2-2 24 0 
SRR1298742.6623	IGHD3-10 16 0 
SRR1298742.8768	IGHD2-2 24 0 
SRR1298742.7888	IGHD6-13 13 0 
SRR1298742.4286	IGHD6-13 13 0 
SRR1298742.7340	IGHD2-2 24 0 
SRR1298742.7699	IGHD6-13 13 0 
SRR1298742.536	IGHD6-13 13 0 
SRR1298742.6820	IGHD6-13 13 0 
SRR1298742.3323	IGHD2-2 24 0 
SRR1298742.3062	IGHD3-22 13 0 
SRR1298742.4820	IGHD3-22 13 0 
SRR1298742.3245	IGHD6-13 13 0 
SRR1298742.7818	IGHD3-22 13 0 
SRR1298742.9190	IGHD2-2 24 1 
SRR1298742.562	IGHD6-13 13 0 
SRR1298742.2652	IGHD3-22 13 0 
SRR1298742.7413	IGHD6-13 13 0 
SRR1298742.907	IGHD6-13 13 0 
SRR1298742.1068	IGHD6-13 13 0 
SRR1298742.5959	IGHD2-2 24 0 
SRR1298742.3166	IGHD3-22 13 0 
SRR1298742.2325	IGHD6-13 13 0 
SRR1298742.7721	IGHD2-2 22 0 
SRR1298742.6314	IGHD6-13 13 0 
SRR1298742.4967	IGHD2-2 24 1 
SRR1298742.7066	IGHD2-2 24 0 
SRR1298742.6514	IGHD2-2 24 0 
SRR1298742.6988	IGHD3-22 28 2 
SRR1298742.5144	IGHD2-2 24 0 
SRR1298742.8089	IGHD2-2 24 0 
SRR1298742.3706	IGHD3-22 28 2 
SRR1298742.420	IGHD3-22 13 0 
SRR1298742.5484	IGHD3-22 28 2 
SRR1298742.653	IGHD6-13 13 0 
SRR1298742.7427	IGHD2-2 24 0 
SRR1298742.7839	IGHD2-2 24 0 
SRR1298742.6979	IGHD6-13 13 0 
SRR1298742.8464	IGHD2-2 24 0 
