SRR1298742.122	IGHG 27 0 
SRR1298742.8823	IGHG 27 0 
SRR1298742.7217	IGHM 113 0 
SRR1298742.8381	IGHM 113 0 
SRR1298742.6944	IGHG 29 0 
SRR1298742.1924	IGHM 113 0 
SRR1298742.8107	IGHG 29 0 
SRR1298742.1284	IGHG 27 0 
SRR1298742.6929	IGHM 113 0 
SRR1298742.2263	IGHG 27 0 
SRR1298742.2390	IGHG 27 0 
SRR1298742.8700	IGHG 27 0 
SRR1298742.282	IGHG 27 0 
SRR1298742.5435	IGHM 113 0 
SRR1298742.4385	IGHG 29 0 
SRR1298742.3835	IGHM 113 0 
SRR1298742.2927	IGHM 113 0 
SRR1298742.8059	IGHG 27 0 
SRR1298742.1268	IGHG 29 0 
SRR1298742.4383	IGHG 29 0 
SRR1298742.4866	IGHM 113 1 
SRR1298742.1334	IGHG 27 0 
SRR1298742.6240	IGHM 113 0 
SRR1298742.7160	IGHG 29 0 
SRR1298742.3617	IGHG 29 0 
SRR1298742.5166	IGHG 27 0 
SRR1298742.2272	IGHG 27 0 
SRR1298742.6704	IGHG 27 0 
SRR1298742.7186	IGHG 29 0 
SRR1298742.8701	IGHG 27 0 
SRR1298742.6876	IGHM 113 0 
SRR1298742.3276	IGHG 29 0 
SRR1298742.5547	IGHG 29 0 
SRR1298742.2963	IGHM 113 0 
SRR1298742.7389	IGHG 29 0 
SRR1298742.6042	IGHG 27 0 
SRR1298742.3657	IGHG 27 0 
SRR1298742.902	IGHG 27 0 
SRR1298742.3005	IGHG 27 0 
SRR1298742.6843	IGHG 29 0 
SRR1298742.688	IGHG 28 0 
SRR1298742.840	IGHG 27 0 
SRR1298742.690	IGHG 29 0 
SRR1298742.9179	IGHM 113 1 
SRR1298742.5842	IGHG 27 0 
SRR1298742.6254	IGHG 27 0 
SRR1298742.7294	IGHM 113 0 
SRR1298742.4796	IGHG 29 0 
SRR1298742.7288	IGHM 113 0 
SRR1298742.6594	IGHM 113 1 
SRR1298742.1150	IGHG 27 0 
SRR1298742.3082	IGHM 113 3 
SRR1298742.1185	IGHG 27 0 
SRR1298742.9371	IGHG 27 0 
SRR1298742.237	IGHM 113 3 
SRR1298742.4179	IGHG 29 0 
SRR1298742.4113	IGHG 27 0 
SRR1298742.2157	IGHG 29 0 
SRR1298742.2080	IGHM 113 0 
SRR1298742.4664	IGHG 27 0 
SRR1298742.3956	IGHM 113 0 
SRR1298742.7172	IGHM 113 0 
SRR1298742.3757	IGHM 113 0 
SRR1298742.3568	IGHG 29 0 
SRR1298742.6757	IGHG 27 0 
SRR1298742.1290	IGHG 29 0 
SRR1298742.7593	IGHM 113 0 
SRR1298742.7365	IGHG 27 0 
SRR1298742.7307	IGHM 113 0 
SRR1298742.1412	IGHM 113 0 
SRR1298742.8967	IGHG 27 0 
SRR1298742.4278	IGHM 113 0 
SRR1298742.5272	IGHM 114 0 
SRR1298742.4070	IGHG 27 0 
SRR1298742.7122	IGHM 113 0 
SRR1298742.1073	IGHG 27 0 
SRR1298742.695	IGHG 27 0 
SRR1298742.9361	IGHG 29 0 
SRR1298742.1700	IGHG 27 0 
SRR1298742.1385	IGHG 27 0 
SRR1298742.8747	IGHG 29 0 
SRR1298742.4522	IGHG 27 0 
SRR1298742.4659	IGHG 27 0 
SRR1298742.4885	IGHG 27 0 
SRR1298742.1615	IGHG 29 0 
SRR1298742.3074	IGHG 29 0 
SRR1298742.4737	IGHG 27 0 
SRR1298742.3740	IGHM 113 0 
SRR1298742.4742	IGHM 113 1 
SRR1298742.5192	IGHG 27 0 
SRR1298742.691	IGHG 29 0 
SRR1298742.1449	IGHG 27 0 
SRR1298742.8300	IGHG 27 0 
SRR1298742.6295	IGHG 27 0 
SRR1298742.5222	IGHM 113 1 
SRR1298742.435	IGHG 27 0 
SRR1298742.3887	IGHG 27 0 
SRR1298742.8782	IGHG 27 0 
SRR1298742.1229	IGHG 27 0 
SRR1298742.7310	IGHG 27 0 
SRR1298742.3192	IGHG 27 0 
SRR1298742.5430	IGHM 113 0 
SRR1298742.3639	IGHG 27 0 
SRR1298742.7449	IGHM 113 0 
SRR1298742.1014	IGHG 27 0 
SRR1298742.7725	IGHG 27 0 
SRR1298742.8934	IGHM 113 0 
SRR1298742.2783	IGHG 27 0 
SRR1298742.9107	IGHM 113 0 
SRR1298742.3481	IGHM 113 0 
SRR1298742.2751	IGHG 27 0 
SRR1298742.753	IGHG 29 0 
SRR1298742.2870	IGHM 113 0 
SRR1298742.3044	IGHG 29 0 
SRR1298742.6495	IGHM 113 1 
SRR1298742.5294	IGHG 29 0 
SRR1298742.2720	IGHG 27 0 
SRR1298742.7529	IGHM 113 0 
SRR1298742.6253	IGHG 27 0 
SRR1298742.8483	IGHM 113 1 
SRR1298742.9360	IGHM 113 0 
SRR1298742.1824	IGHG 29 0 
SRR1298742.1938	IGHG 27 0 
SRR1298742.9198	IGHG 27 0 
SRR1298742.7371	IGHG 29 0 
SRR1298742.2051	IGHG 29 0 
SRR1298742.2671	IGHG 27 0 
SRR1298742.2793	IGHG 29 0 
SRR1298742.5429	IGHM 113 1 
SRR1298742.8670	IGHG 27 0 
SRR1298742.6580	IGHM 113 0 
SRR1298742.6573	IGHG 29 0 
SRR1298742.8912	IGHG 29 0 
SRR1298742.557	IGHG 27 0 
SRR1298742.628	IGHG 27 0 
SRR1298742.3659	IGHM 113 0 
SRR1298742.8843	IGHM 113 0 
SRR1298742.3021	IGHM 113 0 
SRR1298742.9009	IGHM 113 0 
SRR1298742.5312	IGHM 113 0 
SRR1298742.4884	IGHM 113 0 
SRR1298742.7579	IGHM 113 0 
SRR1298742.3621	IGHG 29 0 
SRR1298742.8343	IGHM 113 0 
SRR1298742.950	IGHG 29 0 
SRR1298742.8124	IGHM 113 0 
SRR1298742.8303	IGHG 27 0 
SRR1298742.2035	IGHG 29 0 
SRR1298742.802	IGHG 29 0 
SRR1298742.2149	IGHG 27 0 
SRR1298742.7660	IGHM 113 1 
SRR1298742.9331	IGHM 113 1 
SRR1298742.8604	IGHM 113 1 
SRR1298742.108	IGHG 29 0 
SRR1298742.3297	IGHG 27 0 
SRR1298742.7357	IGHM 113 0 
SRR1298742.230	IGHG 28 0 
SRR1298742.5107	IGHG 27 0 
SRR1298742.3193	IGHG 27 0 
SRR1298742.2745	IGHM 113 0 
SRR1298742.1694	IGHM 113 0 
SRR1298742.8392	IGHM 113 0 
SRR1298742.2421	IGHM 113 0 
SRR1298742.1288	IGHM 113 0 
SRR1298742.66	IGHG 29 0 
SRR1298742.7469	IGHM 113 0 
SRR1298742.154	IGHG 26 0 
SRR1298742.953	IGHG 27 0 
SRR1298742.739	IGHG 29 0 
SRR1298742.4066	IGHG 29 0 
SRR1298742.4258	IGHM 113 0 
SRR1298742.3001	IGHM 113 0 
SRR1298742.3710	IGHG 27 0 
SRR1298742.5478	IGHM 113 1 
SRR1298742.5607	IGHG 27 0 
SRR1298742.6631	IGHG 29 0 
SRR1298742.8435	IGHG 27 0 
SRR1298742.6047	IGHG 27 0 
SRR1298742.2072	IGHG 29 0 
SRR1298742.6377	IGHG 29 0 
SRR1298742.4393	IGHM 113 0 
SRR1298742.342	IGHG 28 0 
SRR1298742.3278	IGHG 27 0 
SRR1298742.9258	IGHG 27 0 
SRR1298742.7378	IGHG 29 0 
SRR1298742.9415	IGHG 27 0 
SRR1298742.6312	IGHG 27 0 
SRR1298742.4573	IGHG 29 0 
SRR1298742.8970	IGHM 113 0 
SRR1298742.829	IGHG 29 0 
SRR1298742.3859	IGHG 29 0 
SRR1298742.8571	IGHM 113 0 
SRR1298742.4562	IGHM 113 0 
SRR1298742.7396	IGHG 29 0 
SRR1298742.9457	IGHM 113 0 
SRR1298742.5546	IGHM 105 1 
SRR1298742.6197	IGHG 27 0 
SRR1298742.6279	IGHG 27 0 
SRR1298742.5460	IGHM 113 0 
SRR1298742.3493	IGHG 27 0 
SRR1298742.3750	IGHG 29 0 
SRR1298742.7895	IGHM 113 0 
SRR1298742.6392	IGHG 29 0 
SRR1298742.2705	IGHG 27 0 
SRR1298742.8029	IGHG 27 0 
SRR1298742.3222	IGHM 113 0 
SRR1298742.7698	IGHM 113 0 
SRR1298742.8360	IGHM 113 1 
SRR1298742.8234	IGHM 113 1 
SRR1298742.2353	IGHM 113 1 
SRR1298742.8404	IGHM 113 0 
SRR1298742.1173	IGHG 27 0 
SRR1298742.2707	IGHG 27 0 
SRR1298742.8856	IGHM 113 0 
SRR1298742.4899	IGHG 27 0 
SRR1298742.2760	IGHG 29 0 
SRR1298742.7301	IGHM 113 0 
SRR1298742.290	IGHG 29 0 
SRR1298742.7724	IGHM 113 0 
SRR1298742.757	IGHG 27 0 
SRR1298742.8861	IGHM 113 0 
SRR1298742.7323	IGHG 29 0 
SRR1298742.8698	IGHM 113 0 
SRR1298742.5490	IGHG 27 0 
SRR1298742.6932	IGHM 113 0 
SRR1298742.6552	IGHM 113 0 
SRR1298742.5870	IGHM 113 0 
SRR1298742.3269	IGHG 27 0 
SRR1298742.5030	IGHG 27 0 
SRR1298742.6734	IGHG 27 0 
SRR1298742.1355	IGHG 27 0 
SRR1298742.2298	IGHM 113 3 
SRR1298742.7384	IGHM 113 0 
SRR1298742.3321	IGHG 27 0 
SRR1298742.8518	IGHG 27 0 
SRR1298742.2369	IGHG 27 0 
SRR1298742.7068	IGHM 113 0 
SRR1298742.7233	IGHG 27 0 
SRR1298742.2651	IGHM 113 1 
SRR1298742.8333	IGHM 113 0 
SRR1298742.5376	IGHG 29 0 
SRR1298742.4413	IGHG 27 0 
SRR1298742.3759	IGHG 29 0 
SRR1298742.6592	IGHM 113 0 
SRR1298742.7391	IGHG 27 0 
SRR1298742.5854	IGHG 27 0 
SRR1298742.6504	IGHG 29 0 
SRR1298742.4312	IGHG 27 0 
SRR1298742.2545	IGHG 27 0 
SRR1298742.3566	IGHG 29 0 
SRR1298742.6000	IGHG 27 0 
SRR1298742.4741	IGHG 29 0 
SRR1298742.8279	IGHM 113 0 
SRR1298742.2269	IGHM 113 0 
SRR1298742.1418	IGHG 27 0 
SRR1298742.5770	IGHM 113 1 
SRR1298742.5326	IGHG 27 0 
SRR1298742.4580	IGHM 113 0 
SRR1298742.6420	IGHG 27 0 
SRR1298742.3549	IGHG 27 0 
SRR1298742.1308	IGHG 27 0 
SRR1298742.9446	IGHG 27 0 
SRR1298742.9225	IGHG 27 0 
SRR1298742.9276	IGHG 29 0 
SRR1298742.7639	IGHM 113 0 
SRR1298742.1554	IGHM 113 1 
SRR1298742.5049	IGHG 27 0 
SRR1298742.4503	IGHM 109 3 
SRR1298742.9149	IGHM 113 0 
SRR1298742.496	IGHM 113 0 
SRR1298742.1380	IGHG 29 0 
SRR1298742.6637	IGHG 27 0 
SRR1298742.6065	IGHG 27 0 
SRR1298742.602	IGHG 29 0 
SRR1298742.9284	IGHM 113 0 
SRR1298742.2918	IGHG 29 0 
SRR1298742.6788	IGHG 27 0 
SRR1298742.2372	IGHG 27 0 
SRR1298742.7316	IGHM 113 0 
SRR1298742.6160	IGHG 27 0 
SRR1298742.320	IGHG 27 0 
SRR1298742.703	IGHG 27 0 
SRR1298742.9054	IGHG 27 0 
SRR1298742.9136	IGHM 113 0 
SRR1298742.7829	IGHG 29 0 
SRR1298742.8136	IGHG 29 0 
SRR1298742.7658	IGHG 27 0 
SRR1298742.8356	IGHM 113 0 
SRR1298742.1019	IGHG 29 0 
SRR1298742.5795	IGHM 113 0 
SRR1298742.2538	IGHG 22 0 
SRR1298742.1893	IGHG 29 0 
SRR1298742.8486	IGHG 29 0 
SRR1298742.2535	IGHG 27 0 
SRR1298742.8650	IGHG 29 0 
SRR1298742.415	IGHG 27 0 
SRR1298742.4420	IGHG 27 0 
SRR1298742.9067	IGHM 113 0 
SRR1298742.6787	IGHM 113 0 
SRR1298742.5341	IGHG 27 0 
SRR1298742.2201	IGHG 27 0 
SRR1298742.6622	IGHM 113 0 
SRR1298742.6743	IGHG 29 0 
SRR1298742.697	IGHG 27 0 
SRR1298742.5160	IGHG 27 0 
SRR1298742.6054	IGHG 27 0 
SRR1298742.4811	IGHM 113 1 
SRR1298742.2901	IGHG 27 0 
SRR1298742.3419	IGHG 29 0 
SRR1298742.1169	IGHM 99 0 
SRR1298742.8713	IGHG 27 0 
SRR1298742.4563	IGHM 113 0 
SRR1298742.3829	IGHG 27 0 
SRR1298742.4381	IGHG 27 0 
SRR1298742.7516	IGHM 113 0 
SRR1298742.340	IGHG 29 0 
SRR1298742.804	IGHG 27 0 
SRR1298742.2192	IGHG 27 0 
SRR1298742.6923	IGHM 113 0 
SRR1298742.4523	IGHM 113 0 
SRR1298742.3557	IGHG 27 0 
SRR1298742.3224	IGHG 27 0 
SRR1298742.520	IGHG 29 0 
SRR1298742.2624	IGHG 27 0 
SRR1298742.1013	IGHG 29 0 
SRR1298742.4069	IGHM 113 3 
SRR1298742.5025	IGHM 113 0 
SRR1298742.1434	IGHG 27 0 
SRR1298742.4914	IGHM 113 0 
SRR1298742.7414	IGHG 27 0 
SRR1298742.4341	IGHM 113 0 
SRR1298742.9288	IGHM 113 0 
SRR1298742.8876	IGHM 113 1 
SRR1298742.1311	IGHG 27 0 
SRR1298742.8705	IGHM 113 0 
SRR1298742.4744	IGHM 113 0 
SRR1298742.2102	IGHG 27 0 
SRR1298742.9194	IGHM 113 0 
SRR1298742.1591	IGHG 29 0 
SRR1298742.8168	IGHM 113 0 
SRR1298742.5014	IGHM 113 0 
SRR1298742.8273	IGHG 29 0 
SRR1298742.793	IGHG 29 0 
SRR1298742.1948	IGHG 27 0 
SRR1298742.5639	IGHG 29 0 
SRR1298742.6948	IGHG 27 0 
SRR1298742.1917	IGHG 27 0 
SRR1298742.3731	IGHG 27 0 
SRR1298742.4996	IGHG 29 0 
SRR1298742.5507	IGHM 113 0 
SRR1298742.7447	IGHG 27 0 
SRR1298742.984	IGHG 26 0 
SRR1298742.4395	IGHG 27 0 
SRR1298742.7452	IGHM 113 0 
SRR1298742.3243	IGHG 27 0 
SRR1298742.2354	IGHG 29 0 
SRR1298742.2000	IGHM 115 0 
SRR1298742.9022	IGHG 22 0 
SRR1298742.7739	IGHM 113 0 
SRR1298742.2138	IGHM 113 0 
SRR1298742.2863	IGHG 27 0 
SRR1298742.1701	IGHM 113 0 
SRR1298742.6836	IGHM 113 0 
SRR1298742.5824	IGHM 113 0 
SRR1298742.1884	IGHG 29 0 
SRR1298742.4516	IGHG 29 0 
SRR1298742.3758	IGHM 113 0 
SRR1298742.3453	IGHG 27 0 
SRR1298742.379	IGHG 27 0 
SRR1298742.9291	IGHM 113 0 
SRR1298742.6193	IGHG 29 0 
SRR1298742.7751	IGHM 113 0 
SRR1298742.8959	IGHG 27 0 
SRR1298742.6319	IGHG 27 0 
SRR1298742.6567	IGHG 27 0 
SRR1298742.8595	IGHG 24 0 
SRR1298742.4073	IGHG 27 0 
SRR1298742.1452	IGHG 27 0 
SRR1298742.2587	IGHG 28 0 
SRR1298742.5378	IGHG 29 0 
SRR1298742.3226	IGHG 29 0 
SRR1298742.1629	IGHG 29 0 
SRR1298742.7084	IGHG 29 0 
SRR1298742.4267	IGHG 27 0 
SRR1298742.357	IGHG 26 0 
SRR1298742.6372	IGHG 27 0 
SRR1298742.4891	IGHG 29 0 
SRR1298742.2726	IGHG 27 0 
SRR1298742.7374	IGHG 27 0 
SRR1298742.6609	IGHM 113 1 
SRR1298742.462	IGHG 26 0 
SRR1298742.8826	IGHG 27 0 
SRR1298742.8618	IGHG 27 0 
SRR1298742.5150	IGHG 27 0 
SRR1298742.3474	IGHM 113 0 
SRR1298742.3091	IGHM 113 1 
SRR1298742.730	IGHM 113 3 
SRR1298742.5415	IGHM 113 0 
SRR1298742.5416	IGHM 114 0 
SRR1298742.6115	IGHG 26 0 
SRR1298742.6460	IGHG 27 0 
SRR1298742.5388	IGHM 113 0 
SRR1298742.3571	IGHG 29 0 
SRR1298742.1839	IGHM 113 0 
SRR1298742.4668	IGHG 27 0 
SRR1298742.614	IGHG 27 0 
SRR1298742.2712	IGHG 29 0 
SRR1298742.9319	IGHG 27 0 
SRR1298742.8330	IGHG 29 0 
SRR1298742.4529	IGHG 29 0 
SRR1298742.4618	IGHG 27 0 
SRR1298742.5919	IGHG 23 0 
SRR1298742.3828	IGHG 27 0 
SRR1298742.8159	IGHM 113 0 
SRR1298742.1867	IGHG 27 0 
SRR1298742.360	IGHG 27 0 
SRR1298742.1727	IGHG 27 0 
SRR1298742.5256	IGHG 27 0 
SRR1298742.7273	IGHG 27 0 
SRR1298742.4309	IGHG 29 0 
SRR1298742.2695	IGHG 27 0 
SRR1298742.2160	IGHM 113 0 
SRR1298742.2487	IGHG 27 0 
SRR1298742.659	IGHG 27 0 
SRR1298742.8281	IGHM 113 0 
SRR1298742.3851	IGHG 27 0 
SRR1298742.4610	IGHM 113 0 
SRR1298742.6553	IGHG 29 0 
SRR1298742.859	IGHG 27 0 
SRR1298742.2148	IGHG 29 0 
SRR1298742.9047	IGHG 27 0 
SRR1298742.6252	IGHG 27 0 
SRR1298742.8804	IGHM 113 1 
SRR1298742.1667	IGHG 28 0 
SRR1298742.8985	IGHM 113 0 
SRR1298742.6017	IGHG 27 0 
SRR1298742.2799	IGHG 29 0 
SRR1298742.8577	IGHM 113 0 
SRR1298742.8931	IGHM 113 0 
SRR1298742.3755	IGHG 27 0 
SRR1298742.6846	IGHM 113 1 
SRR1298742.2441	IGHM 114 0 
SRR1298742.2079	IGHM 113 0 
SRR1298742.3675	IGHG 29 0 
SRR1298742.2174	IGHG 27 0 
SRR1298742.474	IGHG 27 0 
SRR1298742.1723	IGHG 27 0 
SRR1298742.2199	IGHG 29 0 
SRR1298742.3924	IGHG 28 0 
SRR1298742.5118	IGHG 27 0 
SRR1298742.1063	IGHG 27 0 
SRR1298742.1658	IGHM 113 0 
SRR1298742.4532	IGHG 29 0 
SRR1298742.7091	IGHG 26 0 
SRR1298742.2331	IGHG 27 0 
SRR1298742.4181	IGHG 27 0 
SRR1298742.5743	IGHG 27 0 
SRR1298742.3736	IGHG 29 0 
SRR1298742.4240	IGHG 29 0 
SRR1298742.3573	IGHG 27 0 
SRR1298742.4486	IGHM 113 0 
SRR1298742.6699	IGHG 27 0 
SRR1298742.7072	IGHM 113 1 
SRR1298742.3630	IGHG 27 0 
SRR1298742.221	IGHG 28 0 
SRR1298742.2179	IGHG 27 0 
SRR1298742.7791	IGHG 27 0 
SRR1298742.3544	IGHM 113 0 
SRR1298742.8927	IGHG 29 0 
SRR1298742.8202	IGHM 112 0 
SRR1298742.7776	IGHG 29 0 
SRR1298742.234	IGHG 27 0 
SRR1298742.6450	IGHM 113 0 
SRR1298742.607	IGHG 27 0 
SRR1298742.7205	IGHM 113 0 
SRR1298742.6362	IGHG 27 0 
SRR1298742.6909	IGHM 113 0 
SRR1298742.4928	IGHG 29 0 
SRR1298742.7834	IGHM 113 0 
SRR1298742.1818	IGHM 113 0 
SRR1298742.2129	IGHG 27 0 
SRR1298742.349	IGHG 28 0 
SRR1298742.609	IGHG 27 0 
SRR1298742.6299	IGHG 27 0 
SRR1298742.5928	IGHG 27 0 
SRR1298742.929	IGHG 27 0 
SRR1298742.4244	IGHG 27 0 
SRR1298742.4480	IGHG 29 0 
SRR1298742.3754	IGHG 27 0 
SRR1298742.4027	IGHG 29 0 
SRR1298742.9092	IGHM 113 0 
SRR1298742.7170	IGHG 29 0 
SRR1298742.2972	IGHM 113 0 
SRR1298742.6991	IGHG 27 0 
SRR1298742.425	IGHG 29 0 
SRR1298742.2401	IGHG 29 0 
SRR1298742.4688	IGHG 27 0 
SRR1298742.3170	IGHG 26 0 
SRR1298742.6105	IGHM 113 0 
SRR1298742.4496	IGHG 27 0 
SRR1298742.8349	IGHM 113 3 
SRR1298742.6374	IGHM 113 0 
SRR1298742.2629	IGHG 27 0 
SRR1298742.2188	IGHG 27 0 
SRR1298742.74	IGHG 27 0 
SRR1298742.5655	IGHG 27 0 
SRR1298742.9372	IGHG 27 0 
SRR1298742.5729	IGHG 27 0 
SRR1298742.5747	IGHM 113 0 
SRR1298742.5880	IGHG 27 0 
SRR1298742.7006	IGHM 113 0 
SRR1298742.501	IGHM 113 0 
SRR1298742.3831	IGHG 27 0 
SRR1298742.7089	IGHM 113 1 
SRR1298742.7214	IGHM 113 0 
SRR1298742.3459	IGHG 27 0 
SRR1298742.7250	IGHG 29 0 
SRR1298742.3066	IGHG 27 0 
SRR1298742.1789	IGHG 29 0 
SRR1298742.1463	IGHG 29 1 
SRR1298742.794	IGHG 29 0 
SRR1298742.2334	IGHG 27 0 
SRR1298742.216	IGHG 27 0 
SRR1298742.8322	IGHM 113 0 
SRR1298742.7806	IGHG 29 0 
SRR1298742.5235	IGHM 114 0 
SRR1298742.9108	IGHG 29 0 
SRR1298742.1544	IGHG 27 0 
SRR1298742.5894	IGHG 27 0 
SRR1298742.4392	IGHM 113 0 
SRR1298742.5059	IGHG 27 0 
SRR1298742.7590	IGHM 113 0 
SRR1298742.4568	IGHG 29 0 
SRR1298742.62	IGHG 27 0 
SRR1298742.8655	IGHM 113 0 
SRR1298742.9364	IGHG 27 0 
SRR1298742.4350	IGHM 113 1 
SRR1298742.5425	IGHG 27 0 
SRR1298742.6606	IGHG 27 0 
SRR1298742.9070	IGHG 27 0 
SRR1298742.6440	IGHM 113 0 
SRR1298742.7410	IGHG 27 0 
SRR1298742.2813	IGHG 29 0 
SRR1298742.6014	IGHM 113 0 
SRR1298742.3932	IGHG 27 0 
SRR1298742.5838	IGHG 27 0 
SRR1298742.5998	IGHG 29 0 
SRR1298742.4010	IGHM 113 0 
SRR1298742.5260	IGHG 27 0 
SRR1298742.8006	IGHM 113 0 
SRR1298742.7011	IGHM 113 1 
SRR1298742.4189	IGHG 27 0 
SRR1298742.1356	IGHG 27 0 
SRR1298742.6904	IGHG 29 0 
SRR1298742.7938	IGHG 27 0 
SRR1298742.9140	IGHM 113 0 
SRR1298742.8020	IGHM 113 0 
SRR1298742.8799	IGHG 27 0 
SRR1298742.8119	IGHG 27 0 
SRR1298742.3748	IGHG 27 0 
SRR1298742.5813	IGHG 28 0 
SRR1298742.1028	IGHM 113 1 
SRR1298742.405	IGHG 29 0 
SRR1298742.9183	IGHG 27 0 
SRR1298742.8148	IGHM 113 0 
SRR1298742.2832	IGHG 29 0 
SRR1298742.1511	IGHG 26 0 
SRR1298742.3865	IGHG 27 0 
SRR1298742.2428	IGHG 29 0 
SRR1298742.7672	IGHM 113 0 
SRR1298742.3814	IGHG 27 0 
SRR1298742.9336	IGHG 27 0 
SRR1298742.4060	IGHM 113 3 
SRR1298742.1713	IGHG 27 0 
SRR1298742.1227	IGHG 29 0 
SRR1298742.4543	IGHM 113 0 
SRR1298742.6902	IGHM 109 0 
SRR1298742.1801	IGHM 114 0 
SRR1298742.165	IGHG 27 0 
SRR1298742.2267	IGHG 27 0 
SRR1298742.4112	IGHM 113 0 
SRR1298742.6539	IGHM 113 0 
SRR1298742.3000	IGHG 27 0 
SRR1298742.5825	IGHG 27 0 
SRR1298742.2820	IGHG 27 0 
SRR1298742.1728	IGHG 27 0 
SRR1298742.2219	IGHG 27 0 
SRR1298742.4470	IGHM 113 0 
SRR1298742.5250	IGHG 27 0 
SRR1298742.4940	IGHG 27 0 
SRR1298742.4382	IGHG 26 0 
SRR1298742.2343	IGHM 113 0 
SRR1298742.197	IGHG 29 0 
SRR1298742.4059	IGHG 27 0 
SRR1298742.7642	IGHG 29 0 
SRR1298742.5155	IGHG 27 0 
SRR1298742.4124	IGHG 29 0 
SRR1298742.6782	IGHM 113 0 
SRR1298742.6018	IGHG 27 0 
SRR1298742.9104	IGHG 29 0 
SRR1298742.238	IGHG 27 0 
SRR1298742.5201	IGHG 27 0 
SRR1298742.1111	IGHG 29 0 
SRR1298742.888	IGHG 27 0 
SRR1298742.8884	IGHM 113 0 
SRR1298742.1402	IGHG 27 0 
SRR1298742.8614	IGHM 113 0 
SRR1298742.3416	IGHM 113 0 
SRR1298742.889	IGHG 27 0 
SRR1298742.6579	IGHG 26 0 
SRR1298742.6416	IGHG 27 0 
SRR1298742.3834	IGHM 114 0 
SRR1298742.5029	IGHG 29 0 
SRR1298742.641	IGHG 27 0 
SRR1298742.1845	IGHM 113 0 
SRR1298742.4190	IGHM 113 0 
SRR1298742.8131	IGHM 113 0 
SRR1298742.1298	IGHG 29 0 
SRR1298742.578	IGHG 29 0 
SRR1298742.2276	IGHG 29 0 
SRR1298742.2442	IGHG 26 0 
SRR1298742.5570	IGHG 27 0 
SRR1298742.6599	IGHG 29 0 
SRR1298742.7781	IGHM 113 0 
SRR1298742.9290	IGHM 113 0 
SRR1298742.1237	IGHG 27 0 
SRR1298742.1773	IGHG 29 0 
SRR1298742.9138	IGHM 113 2 
SRR1298742.1488	IGHM 113 0 
SRR1298742.8865	IGHM 113 0 
SRR1298742.9063	IGHG 27 0 
SRR1298742.2715	IGHG 27 0 
SRR1298742.1178	IGHG 26 0 
SRR1298742.6774	IGHG 27 0 
SRR1298742.4163	IGHG 27 0 
SRR1298742.49	IGHG 27 0 
SRR1298742.6938	IGHM 113 0 
SRR1298742.769	IGHG 27 0 
SRR1298742.3917	IGHG 27 0 
SRR1298742.2357	IGHG 27 0 
SRR1298742.4009	IGHM 113 0 
SRR1298742.9442	IGHG 27 0 
SRR1298742.1651	IGHG 27 0 
SRR1298742.6083	IGHG 27 0 
SRR1298742.4850	IGHM 113 0 
SRR1298742.71	IGHG 27 0 
SRR1298742.8706	IGHG 29 0 
SRR1298742.7617	IGHG 27 0 
SRR1298742.6385	IGHG 27 0 
SRR1298742.8617	IGHG 27 0 
SRR1298742.2644	IGHG 27 0 
SRR1298742.7300	IGHG 27 0 
SRR1298742.3064	IGHG 27 0 
SRR1298742.8011	IGHM 113 1 
SRR1298742.9310	IGHG 27 0 
SRR1298742.3436	IGHG 29 0 
SRR1298742.9082	IGHG 27 0 
SRR1298742.372	IGHG 27 0 
SRR1298742.3721	IGHG 27 0 
SRR1298742.685	IGHM 113 0 
SRR1298742.3785	IGHG 27 0 
SRR1298742.3381	IGHG 27 0 
SRR1298742.9410	IGHG 29 0 
SRR1298742.6798	IGHG 27 0 
SRR1298742.5755	IGHG 27 0 
SRR1298742.91	IGHG 29 0 
SRR1298742.8624	IGHM 113 0 
SRR1298742.5973	IGHG 27 0 
SRR1298742.7807	IGHM 113 0 
SRR1298742.5111	IGHM 113 0 
SRR1298742.3700	IGHG 29 0 
SRR1298742.307	IGHG 21 0 
SRR1298742.3070	IGHG 29 0 
SRR1298742.678	IGHG 27 0 
SRR1298742.19	IGHG 29 0 
SRR1298742.9450	IGHG 27 0 
SRR1298742.8221	IGHG 27 0 
SRR1298742.6438	IGHM 113 1 
SRR1298742.5193	IGHM 113 0 
SRR1298742.2976	IGHG 27 0 
SRR1298742.8383	IGHM 113 0 
SRR1298742.9157	IGHM 113 0 
SRR1298742.1235	IGHM 113 3 
SRR1298742.5737	IGHG 27 0 
SRR1298742.1239	IGHG 27 0 
SRR1298742.2283	IGHG 29 0 
SRR1298742.4676	IGHM 113 0 
SRR1298742.4210	IGHG 29 0 
SRR1298742.2225	IGHG 27 0 
SRR1298742.8046	IGHG 29 0 
SRR1298742.4956	IGHM 113 0 
SRR1298742.1133	IGHG 27 0 
SRR1298742.8609	IGHM 113 0 
SRR1298742.7030	IGHM 113 0 
SRR1298742.4127	IGHM 113 0 
SRR1298742.6222	IGHM 113 0 
SRR1298742.1257	IGHM 113 0 
SRR1298742.6463	IGHG 27 0 
SRR1298742.8684	IGHM 113 0 
SRR1298742.1662	IGHG 29 0 
SRR1298742.9115	IGHG 29 0 
SRR1298742.5878	IGHG 27 0 
SRR1298742.2576	IGHM 113 0 
