SRR1298742.4027	IGHJ2 49 3 
SRR1298742.1704	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2729	IGHJ5 49 0 
SRR1298742.8844	IGHJ5 49 1 
SRR1298742.6980	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.1814	IGHJ6 46 1 
SRR1298742.59	IGHJ6 55 1 
SRR1298742.9027	IGHJ6 41 1 
SRR1298742.1945	IGHJ6 41 1 
SRR1298742.3151	IGHJ5 49 0 
SRR1298742.2716	IGHJ3 44 4 
SRR1298742.410	IGHJ6 47 3 
SRR1298742.2155	IGHJ6 46 1 
SRR1298742.2778	IGHJ6 58 3 
SRR1298742.2514	IGHJ6 41 1 
SRR1298742.7722	IGHJ6 41 1 
SRR1298742.7227	IGHJ5 49 0 
SRR1298742.8806	IGHJ6 41 1 
SRR1298742.5096	IGHJ6 55 1 
SRR1298742.9256	IGHJ5 49 0 
SRR1298742.9306	IGHJ5 49 0 
SRR1298742.1844	IGHJ3 49 0 
SRR1298742.8675	IGHJ3 44 3 
SRR1298742.5702	IGHJ6 55 1 
SRR1298742.8183	IGHJ3 44 3 
SRR1298742.3015	IGHJ3 44 3 
SRR1298742.6720	IGHJ6 46 1 
SRR1298742.1289	IGHJ6 46 2 
SRR1298742.5126	IGHJ6 41 1 
SRR1298742.8298	IGHJ6 46 1 
SRR1298742.2747	IGHJ5 49 0 
SRR1298742.2792	IGHJ6 49 3 
SRR1298742.1759	IGHJ5 47 0 
SRR1298742.824	IGHJ6 58 4 
SRR1298742.2815	IGHJ6 46 1 
SRR1298742.7875	IGHJ6 41 1 
SRR1298742.5357	IGHJ6 49 3 
SRR1298742.7891	IGHJ4 40 0 
SRR1298742.4130	IGHJ5 49 0 
SRR1298742.3487	IGHJ6 46 1 
SRR1298742.8341	IGHJ6 46 1 
SRR1298742.6537	IGHJ6 46 1 
SRR1298742.3705	IGHJ6 58 3 
SRR1298742.4040	IGHJ5 49 0 
SRR1298742.6330	IGHJ6 46 1 
SRR1298742.3172	IGHJ6 46 1 
SRR1298742.6396	IGHJ6 41 1 
SRR1298742.3004	IGHJ4 42 0 
SRR1298742.1510	IGHJ6 55 2 
SRR1298742.6710	IGHJ6 46 1 
SRR1298742.6634	IGHJ5 49 0 
SRR1298742.3332	IGHJ4 41 1 
SRR1298742.7466	IGHJ6 41 1 
SRR1298742.7780	IGHJ5 49 0 
SRR1298742.6927	IGHJ6 46 1 
SRR1298742.6465	IGHJ3 44 3 
SRR1298742.4535	IGHJ4 44 0 
SRR1298742.3490	IGHJ6 46 1 
SRR1298742.6790	IGHJ6 46 1 
SRR1298742.3221	IGHJ6 46 1 
SRR1298742.3338	IGHJ6 41 1 
SRR1298742.2114	IGHJ6 55 1 
SRR1298742.771	IGHJ6 46 1 
SRR1298742.2093	IGHJ6 46 1 
SRR1298742.2719	IGHJ6 55 1 
SRR1298742.2194	IGHJ6 41 1 
SRR1298742.4794	IGHJ4 42 1 
SRR1298742.170	IGHJ6 58 3 
SRR1298742.2077	IGHJ6 46 1 
SRR1298742.2618	IGHJ6 45 1 
SRR1298742.5851	IGHJ6 46 1 
SRR1298742.3547	IGHJ4 42 2 
SRR1298742.7812	IGHJ5 49 0 
SRR1298742.6381	IGHJ4 42 0 
SRR1298742.3446	IGHJ5 48 0 
SRR1298742.8682	IGHJ5 49 0 
SRR1298742.5992	IGHJ6 46 1 
SRR1298742.6429	IGHJ5 49 0 
SRR1298742.1321	IGHJ6 46 1 
SRR1298742.579	IGHJ6 46 1 
SRR1298742.3979	IGHJ6 46 1 
SRR1298742.5232	IGHJ4 42 0 
SRR1298742.8993	IGHJ3 44 3 
SRR1298742.476	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.865	IGHJ6 58 3 
SRR1298742.3395	IGHJ6 58 3 
SRR1298742.7552	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.5668	IGHJ3 49 1 
SRR1298742.1665	IGHJ6 55 1 
SRR1298742.2247	IGHJ6 58 3 
SRR1298742.8351	IGHJ6 46 1 
SRR1298742.3312	IGHJ3 44 4 
SRR1298742.9255	IGHJ5 49 0 
SRR1298742.1364	IGHJ6 55 1 
SRR1298742.9416	IGHJ6 46 1 
SRR1298742.7461	IGHJ5 49 0 
SRR1298742.8972	IGHJ5 49 0 
SRR1298742.6956	IGHJ6 58 3 
SRR1298742.3437	IGHJ6 41 1 
SRR1298742.2110	IGHJ6 58 3 
SRR1298742.4813	IGHJ4 44 3 
SRR1298742.4773	IGHJ6 58 3 
SRR1298742.3010	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.4000	IGHJ6 46 1 
SRR1298742.4959	IGHJ6 41 1 
SRR1298742.8007	IGHJ6 46 1 
SRR1298742.6842	IGHJ3 44 3 
SRR1298742.2678	IGHJ6 58 3 
SRR1298742.7119	IGHJ6 46 1 
SRR1298742.8941	IGHJ3 44 3 
SRR1298742.1320	IGHJ6 55 1 
SRR1298742.7704	IGHJ6 55 1 
SRR1298742.5538	IGHJ3 47 1 
SRR1298742.1743	IGHJ6 58 3 
SRR1298742.483	IGHJ6 46 1 
SRR1298742.3008	IGHJ6 55 2 
SRR1298742.1967	IGHJ5 49 1 
SRR1298742.1683	IGHJ4 44 2 
SRR1298742.2108	IGHJ4 41 1 
SRR1298742.4983	IGHJ5 49 0 
SRR1298742.2835	IGHJ5 49 0 
SRR1298742.1460	IGHJ5 49 1 
SRR1298742.350	IGHJ4 42 0 
SRR1298742.7226	IGHJ5 49 0 
SRR1298742.253	IGHJ6 60 3 
SRR1298742.9300	IGHJ3 44 3 
SRR1298742.8973	IGHJ3 44 3 
SRR1298742.7311	IGHJ5 49 0 
SRR1298742.7353	IGHJ5 45 0 
SRR1298742.4992	IGHJ2 53 2 
SRR1298742.8677	IGHJ5 49 0 
SRR1298742.5178	IGHJ6 49 3 
SRR1298742.9359	IGHJ5 49 0 
SRR1298742.2686	IGHJ5 49 0 
SRR1298742.7544	IGHJ6 46 1 
SRR1298742.7541	IGHJ6 58 3 
SRR1298742.7388	IGHJ6 46 1 
SRR1298742.181	IGHJ6 46 1 
SRR1298742.744	IGHJ6 41 1 
SRR1298742.8913	IGHJ6 46 1 
SRR1298742.9217	IGHJ6 46 1 
SRR1298742.6327	IGHJ6 46 1 
SRR1298742.868	IGHJ3 46 4 
SRR1298742.4747	IGHJ3 44 3 
SRR1298742.1351	IGHJ6 55 1 
SRR1298742.3176	IGHJ6 46 1 
SRR1298742.2843	IGHJ4 42 0 
SRR1298742.5847	IGHJ6 58 3 
SRR1298742.3751	IGHJ3 44 3 
SRR1298742.6038	IGHJ6 55 1 
SRR1298742.8405	IGHJ6 41 1 
SRR1298742.6024	IGHJ4 42 0 
SRR1298742.9029	IGHJ4 42 0 
SRR1298742.8416	IGHJ5 49 0 
SRR1298742.1262	IGHJ6 46 1 
SRR1298742.8319	IGHJ5 49 0 
SRR1298742.6638	IGHJ4 41 1 
SRR1298742.2502	IGHJ6 46 1 
SRR1298742.8028	IGHJ5 49 0 
SRR1298742.3210	IGHJ6 57 1 
SRR1298742.4561	IGHJ6 41 1 
SRR1298742.1205	IGHJ5 49 1 
SRR1298742.2413	IGHJ6 46 1 
SRR1298742.2493	IGHJ6 46 1 
SRR1298742.3973	IGHJ6 58 4 
SRR1298742.4497	IGHJ6 46 1 
SRR1298742.4789	IGHJ6 58 3 
SRR1298742.4397	IGHJ5 49 0 
SRR1298742.5549	IGHJ5 49 0 
SRR1298742.1404	IGHJ4 45 1 
SRR1298742.5404	IGHJ6 58 3 
SRR1298742.7958	IGHJ5 49 0 
SRR1298742.9023	IGHJ5 44 0 
SRR1298742.3099	IGHJ6 46 1 
SRR1298742.9030	IGHJ6 55 0 
SRR1298742.8141	IGHJ6 46 1 
SRR1298742.2698	IGHJ6 41 1 
SRR1298742.2653	IGHJ6 58 3 
SRR1298742.3383	IGHJ6 55 0 
SRR1298742.6612	IGHJ6 58 3 
SRR1298742.6800	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.2057	IGHJ6 41 1 
SRR1298742.2411	IGHJ5 49 1 
SRR1298742.2289	IGHJ6 41 1 
SRR1298742.8293	IGHJ5 49 0 
SRR1298742.2106	IGHJ6 46 1 
SRR1298742.853	IGHJ6 46 1 
SRR1298742.6256	IGHJ6 46 1 
SRR1298742.8942	IGHJ6 41 1 
SRR1298742.348	IGHJ6 58 4 
SRR1298742.4763	IGHJ6 46 1 
SRR1298742.209	IGHJ5 49 0 
SRR1298742.9239	IGHJ5 49 0 
SRR1298742.7625	IGHJ6 55 1 
SRR1298742.3893	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.9408	IGHJ4 44 2 
SRR1298742.4874	IGHJ6 46 1 
SRR1298742.6111	IGHJ6 41 1 
SRR1298742.2076	IGHJ6 46 1 
SRR1298742.7876	IGHJ4 41 1 
SRR1298742.2363	IGHJ6 41 1 
SRR1298742.4880	IGHJ5 49 0 
SRR1298742.1	IGHJ6 46 1 
SRR1298742.7047	IGHJ6 41 1 
SRR1298742.2641	IGHJ6 41 1 
SRR1298742.3	IGHJ6 47 2 
SRR1298742.1224	IGHJ6 46 1 
SRR1298742.1492	IGHJ5 45 3 
SRR1298742.5367	IGHJ6 55 1 
SRR1298742.9213	IGHJ5 49 0 
SRR1298742.4704	IGHJ6 42 0 
SRR1298742.5852	IGHJ6 58 4 
SRR1298742.8335	IGHJ6 46 1 
SRR1298742.8041	IGHJ6 46 1 
SRR1298742.5947	IGHJ5 49 0 
SRR1298742.1567	IGHJ5 49 0 
SRR1298742.7546	IGHJ5 49 1 
SRR1298742.5809	IGHJ5 49 0 
SRR1298742.5873	IGHJ5 49 0 
SRR1298742.2557	IGHJ6 41 1 
SRR1298742.3722	IGHJ6 41 1 
SRR1298742.4325	IGHJ5 49 0 
SRR1298742.8238	IGHJ6 58 3 
SRR1298742.5588	IGHJ6 55 1 
SRR1298742.8368	IGHJ4 44 3 
SRR1298742.4467	IGHJ6 41 1 
SRR1298742.845	IGHJ5 49 0 
SRR1298742.8468	IGHJ6 46 3 
SRR1298742.147	IGHJ6 46 1 
SRR1298742.4375	IGHJ6 46 1 
SRR1298742.3380	IGHJ5 49 1 
SRR1298742.2899	IGHJ6 55 1 
SRR1298742.7018	IGHJ4 42 0 
SRR1298742.2608	IGHJ3 49 0 
SRR1298742.5511	IGHJ3 37 2 
SRR1298742.4455	IGHJ6 46 1 
SRR1298742.5080	IGHJ6 55 1 
SRR1298742.5214	IGHJ6 55 1 
SRR1298742.976	IGHJ3 44 3 
SRR1298742.6187	IGHJ6 46 1 
SRR1298742.1253	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.466	IGHJ6 46 1 
SRR1298742.6201	IGHJ5 49 1 
SRR1298742.909	IGHJ4 42 0 
SRR1298742.8730	IGHJ5 49 0 
SRR1298742.6258	IGHJ6 58 4 
SRR1298742.8288	IGHJ6 49 2 
SRR1298742.3780	IGHJ5 49 0 
SRR1298742.5453	IGHJ6 49 3 
SRR1298742.3165	IGHJ3 49 0 
SRR1298742.7215	IGHJ6 46 1 
SRR1298742.9205	IGHJ5 49 0 
SRR1298742.6921	IGHJ6 54 1 
SRR1298742.6889	IGHJ4 42 0 
SRR1298742.8445	IGHJ5 49 0 
SRR1298742.6628	IGHJ4 42 0 
SRR1298742.9185	IGHJ5 49 0 
SRR1298742.911	IGHJ5 47 0 
SRR1298742.4214	IGHJ5 49 0 
SRR1298742.5525	IGHJ6 46 1 
SRR1298742.1325	IGHJ6 46 1 
SRR1298742.8849	IGHJ6 46 2 
SRR1298742.2987	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8189	IGHJ4 44 1 
SRR1298742.3198	IGHJ3 36 1 
SRR1298742.5317	IGHJ6 41 1 
SRR1298742.4424	IGHJ6 58 3 
SRR1298742.8989	IGHJ5 48 0 
SRR1298742.7305	IGHJ6 55 1 
SRR1298742.7711	IGHJ6 58 3 
SRR1298742.5275	IGHJ6 55 1 
SRR1298742.1007	IGHJ6 46 1 
SRR1298742.8994	IGHJ4 46 0 
SRR1298742.7002	IGHJ6 41 1 
SRR1298742.7180	IGHJ6 46 1 
SRR1298742.4658	IGHJ6 46 2 
SRR1298742.5358	IGHJ5 49 0 
SRR1298742.5072	IGHJ6 41 1 
SRR1298742.935	IGHJ6 46 1 
SRR1298742.9448	IGHJ5 49 0 
SRR1298742.7543	IGHJ6 41 1 
SRR1298742.7887	IGHJ5 49 0 
SRR1298742.7632	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.1076	IGHJ6 46 1 
SRR1298742.4450	IGHJ6 41 1 
SRR1298742.5909	IGHJ6 46 1 
SRR1298742.9272	IGHJ6 46 1 
SRR1298742.6972	IGHJ6 55 0 
SRR1298742.2681	IGHJ5 49 0 
SRR1298742.1392	IGHJ6 58 3 
SRR1298742.7733	IGHJ6 41 1 
SRR1298742.2555	IGHJ6 46 1 
SRR1298742.1148	IGHJ6 46 1 
SRR1298742.1617	IGHJ6 46 1 
SRR1298742.1089	IGHJ6 41 1 
SRR1298742.6926	IGHJ4 42 0 
SRR1298742.1190	IGHJ4 42 0 
SRR1298742.5230	IGHJ6 41 1 
SRR1298742.2205	IGHJ6 55 1 
SRR1298742.7786	IGHJ4 40 1 
SRR1298742.161	IGHJ5 45 3 
SRR1298742.6447	IGHJ6 41 1 
SRR1298742.6824	IGHJ6 46 1 
SRR1298742.7918	IGHJ6 55 1 
SRR1298742.9085	IGHJ5 49 0 
SRR1298742.3594	IGHJ5 49 1 
SRR1298742.4545	IGHJ5 49 0 
SRR1298742.4093	IGHJ6 58 3 
SRR1298742.3565	IGHJ6 46 1 
SRR1298742.2585	IGHJ6 55 1 
SRR1298742.3614	IGHJ6 43 1 
SRR1298742.9386	IGHJ6 46 1 
SRR1298742.3524	IGHJ6 46 1 
SRR1298742.8365	IGHJ6 46 1 
SRR1298742.6490	IGHJ3 44 3 
SRR1298742.7401	IGHJ5 48 0 
SRR1298742.8450	IGHJ5 49 0 
SRR1298742.212	IGHJ5 49 0 
SRR1298742.4456	IGHJ6 46 1 
SRR1298742.371	IGHJ6 46 1 
SRR1298742.3345	IGHJ5 49 0 
SRR1298742.3344	IGHJ6 46 1 
SRR1298742.4937	IGHJ5 49 0 
SRR1298742.3060	IGHJ5 49 0 
SRR1298742.5167	IGHJ6 55 1 
SRR1298742.8025	IGHJ6 47 2 
SRR1298742.7430	IGHJ5 49 0 
SRR1298742.8391	IGHJ6 58 3 
SRR1298742.5648	IGHJ5 49 0 
SRR1298742.4336	IGHJ3 49 0 
SRR1298742.385	IGHJ6 46 1 
SRR1298742.580	IGHJ6 46 2 
SRR1298742.4869	IGHJ6 58 3 
SRR1298742.4514	IGHJ6 46 1 
SRR1298742.7719	IGHJ3 44 3 
SRR1298742.2908	IGHJ6 55 1 
SRR1298742.6432	IGHJ5 49 0 
SRR1298742.6006	IGHJ6 41 1 
SRR1298742.5301	IGHJ6 58 3 
SRR1298742.8505	IGHJ3 44 3 
SRR1298742.2183	IGHJ6 46 1 
SRR1298742.8003	IGHJ6 41 1 
SRR1298742.1431	IGHJ3 42 3 
SRR1298742.2504	IGHJ5 49 0 
SRR1298742.7127	IGHJ3 44 3 
SRR1298742.6917	IGHJ5 48 0 
SRR1298742.1094	IGHJ5 49 0 
SRR1298742.3860	IGHJ6 58 4 
SRR1298742.5455	IGHJ6 46 1 
SRR1298742.4969	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.1001	IGHJ6 58 3 
SRR1298742.3810	IGHJ3 44 3 
SRR1298742.3668	IGHJ4 44 1 
SRR1298742.1843	IGHJ5 49 1 
SRR1298742.8978	IGHJ6 46 1 
SRR1298742.7559	IGHJ6 41 1 
SRR1298742.9250	IGHJ5 49 0 
SRR1298742.4356	IGHJ6 58 3 
SRR1298742.4271	IGHJ6 46 1 
SRR1298742.3371	IGHJ6 46 1 
SRR1298742.2069	IGHJ6 58 3 
SRR1298742.7601	IGHJ5 49 0 
SRR1298742.159	IGHJ5 49 0 
SRR1298742.8033	IGHJ6 46 1 
SRR1298742.413	IGHJ6 44 2 
SRR1298742.3391	IGHJ6 46 1 
SRR1298742.3188	IGHJ6 46 1 
SRR1298742.5836	IGHJ4 44 3 
SRR1298742.7487	IGHJ6 46 1 
SRR1298742.9259	IGHJ6 46 1 
SRR1298742.3967	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.3373	IGHJ6 41 1 
SRR1298742.1204	IGHJ6 41 1 
SRR1298742.1044	IGHJ6 46 1 
SRR1298742.4128	IGHJ6 46 1 
SRR1298742.8491	IGHJ6 55 1 
SRR1298742.2427	IGHJ6 47 1 
SRR1298742.4410	IGHJ6 58 3 
SRR1298742.6306	IGHJ3 44 3 
SRR1298742.8201	IGHJ3 44 3 
SRR1298742.8272	IGHJ5 49 0 
SRR1298742.8874	IGHJ5 49 0 
SRR1298742.4803	IGHJ3 44 3 
SRR1298742.9062	IGHJ6 41 1 
SRR1298742.5424	IGHJ6 46 1 
SRR1298742.960	IGHJ4 44 1 
SRR1298742.6783	IGHJ6 58 4 
SRR1298742.9004	IGHJ6 58 3 
SRR1298742.5853	IGHJ5 49 0 
SRR1298742.8081	IGHJ6 46 1 
SRR1298742.2567	IGHJ6 46 1 
SRR1298742.4764	IGHJ5 49 1 
SRR1298742.6287	IGHJ6 46 1 
SRR1298742.2384	IGHJ6 46 1 
SRR1298742.2717	IGHJ6 49 2 
SRR1298742.3931	IGHJ5 49 0 
SRR1298742.1622	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.3886	IGHJ5 48 0 
SRR1298742.1936	IGHJ6 46 1 
SRR1298742.2688	IGHJ6 41 1 
SRR1298742.1994	IGHJ6 55 1 
SRR1298742.2746	IGHJ6 46 1 
SRR1298742.5862	IGHJ6 46 1 
SRR1298742.8308	IGHJ3 44 3 
SRR1298742.6861	IGHJ4 41 1 
SRR1298742.5900	IGHJ6 58 3 
SRR1298742.4194	IGHJ6 58 4 
SRR1298742.2770	IGHJ6 55 1 
SRR1298742.1919	IGHJ6 46 1 
SRR1298742.7177	IGHJ6 46 1 
SRR1298742.207	IGHJ6 46 1 
SRR1298742.4340	IGHJ4 44 1 
SRR1298742.513	IGHJ6 46 1 
SRR1298742.4217	IGHJ6 55 0 
SRR1298742.2600	IGHJ4 42 0 
SRR1298742.1697	IGHJ6 46 1 
SRR1298742.9116	IGHJ6 55 1 
SRR1298742.4754	IGHJ5 49 1 
SRR1298742.3753	IGHJ6 41 1 
SRR1298742.3322	IGHJ5 49 0 
SRR1298742.4755	IGHJ5 49 0 
SRR1298742.9167	IGHJ6 41 1 
SRR1298742.3293	IGHJ4 37 0 
SRR1298742.4570	IGHJ6 41 1 
SRR1298742.5283	IGHJ6 46 1 
SRR1298742.4034	IGHJ6 46 1 
SRR1298742.5135	IGHJ4 44 1 
SRR1298742.6345	IGHJ6 41 1 
SRR1298742.1216	IGHJ6 55 1 
SRR1298742.5719	IGHJ6 41 1 
SRR1298742.7700	IGHJ6 41 1 
SRR1298742.4369	IGHJ5 49 0 
SRR1298742.7190	IGHJ5 49 0 
SRR1298742.7032	IGHJ6 46 1 
SRR1298742.321	IGHJ6 58 3 
SRR1298742.3282	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.9400	IGHJ3 44 3 
SRR1298742.2211	IGHJ6 46 1 
SRR1298742.4964	IGHJ3 44 3 
SRR1298742.2182	IGHJ6 58 3 
SRR1298742.5625	IGHJ6 58 3 
SRR1298742.2544	IGHJ6 58 4 
SRR1298742.5046	IGHJ6 46 1 
SRR1298742.2937	IGHJ6 58 3 
SRR1298742.7490	IGHJ6 55 1 
SRR1298742.2248	IGHJ3 44 4 
SRR1298742.532	IGHJ6 46 1 
SRR1298742.903	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8410	IGHJ6 55 1 
SRR1298742.1771	IGHJ3 44 3 
SRR1298742.6300	IGHJ5 49 0 
SRR1298742.3739	IGHJ6 46 1 
SRR1298742.9186	IGHJ6 46 1 
SRR1298742.7350	IGHJ6 46 1 
SRR1298742.6835	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.8309	IGHJ5 49 0 
SRR1298742.756	IGHJ5 49 1 
SRR1298742.5642	IGHJ6 46 2 
SRR1298742.4144	IGHJ5 49 0 
SRR1298742.670	IGHJ1 36 1 IGHJ4 38 2 IGHJ4 38 3 IGHJ4 38 3 
SRR1298742.7207	IGHJ6 46 1 
SRR1298742.8583	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.2085	IGHJ4 43 0 
SRR1298742.4588	IGHJ6 41 1 
SRR1298742.8883	IGHJ6 47 1 
SRR1298742.6527	IGHJ4 42 0 
SRR1298742.7851	IGHJ4 42 0 
SRR1298742.8974	IGHJ3 44 3 
SRR1298742.3947	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.7028	IGHJ3 44 3 
SRR1298742.5400	IGHJ6 46 1 
SRR1298742.2400	IGHJ5 49 0 
SRR1298742.3497	IGHJ6 57 1 
SRR1298742.4825	IGHJ6 46 1 
SRR1298742.3285	IGHJ6 46 1 
SRR1298742.1930	IGHJ6 55 1 
SRR1298742.1996	IGHJ4 41 1 
SRR1298742.3334	IGHJ5 49 0 
SRR1298742.4505	IGHJ6 55 1 
SRR1298742.6304	IGHJ5 45 3 
SRR1298742.7056	IGHJ6 47 1 
SRR1298742.7896	IGHJ6 41 1 
SRR1298742.2730	IGHJ6 46 1 
SRR1298742.1820	IGHJ6 41 1 
SRR1298742.7828	IGHJ6 46 1 
SRR1298742.9200	IGHJ6 55 1 
SRR1298742.6079	IGHJ5 45 3 
SRR1298742.989	IGHJ6 46 1 
SRR1298742.6560	IGHJ5 49 0 
SRR1298742.1091	IGHJ6 54 1 
SRR1298742.8667	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.5320	IGHJ6 47 1 
SRR1298742.8190	IGHJ6 58 3 
SRR1298742.6318	IGHJ5 49 1 
SRR1298742.4121	IGHJ6 46 1 
SRR1298742.4463	IGHJ6 46 1 
SRR1298742.9111	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8979	IGHJ4 44 3 
SRR1298742.8857	IGHJ4 46 2 
SRR1298742.2360	IGHJ6 46 1 
SRR1298742.3781	IGHJ5 49 0 
SRR1298742.4417	IGHJ5 45 3 
SRR1298742.6347	IGHJ6 58 3 
SRR1298742.3517	IGHJ6 41 1 
SRR1298742.2867	IGHJ4 42 0 
SRR1298742.5364	IGHJ6 46 1 
SRR1298742.5595	IGHJ5 49 0 
SRR1298742.3645	IGHJ6 46 1 
SRR1298742.1175	IGHJ5 49 0 
SRR1298742.8492	IGHJ6 58 3 
SRR1298742.7318	IGHJ3 49 0 
SRR1298742.6538	IGHJ5 49 0 
SRR1298742.2436	IGHJ6 41 1 
SRR1298742.1306	IGHJ6 42 0 
SRR1298742.761	IGHJ6 55 0 
SRR1298742.6985	IGHJ5 49 0 
SRR1298742.9014	IGHJ3 44 3 
SRR1298742.1195	IGHJ5 49 0 
SRR1298742.5154	IGHJ6 55 0 
SRR1298742.6488	IGHJ6 41 1 
SRR1298742.294	IGHJ6 46 1 
SRR1298742.1797	IGHJ6 55 1 
SRR1298742.4557	IGHJ5 49 0 
SRR1298742.8886	IGHJ6 49 3 
SRR1298742.4296	IGHJ4 44 1 
SRR1298742.2232	IGHJ5 40 2 IGHJ4 40 3 IGHJ4 40 3 IGHJ4 40 4 
SRR1298742.6334	IGHJ6 46 1 
SRR1298742.2361	IGHJ5 49 0 
SRR1298742.8660	IGHJ6 41 1 
SRR1298742.2122	IGHJ6 55 1 
SRR1298742.3832	IGHJ6 55 1 
SRR1298742.3912	IGHJ6 47 1 
SRR1298742.4002	IGHJ6 46 1 
SRR1298742.7929	IGHJ6 55 2 
SRR1298742.1328	IGHJ6 46 1 
SRR1298742.8232	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7849	IGHJ6 46 1 
SRR1298742.3150	IGHJ6 46 1 
SRR1298742.4635	IGHJ6 58 4 
SRR1298742.3940	IGHJ6 41 1 
SRR1298742.4164	IGHJ6 46 1 
SRR1298742.8549	IGHJ3 44 3 
SRR1298742.1395	IGHJ6 46 1 
SRR1298742.2766	IGHJ6 55 1 
SRR1298742.1551	IGHJ6 55 0 
SRR1298742.3439	IGHJ6 46 1 
SRR1298742.518	IGHJ3 46 0 
SRR1298742.4616	IGHJ5 49 0 
SRR1298742.5748	IGHJ1 35 0 IGHJ5 35 1 IGHJ4 35 1 
SRR1298742.2949	IGHJ6 46 1 
SRR1298742.2036	IGHJ4 41 1 
SRR1298742.2850	IGHJ6 46 1 
SRR1298742.4376	IGHJ6 58 3 
SRR1298742.2626	IGHJ5 49 0 
SRR1298742.8002	IGHJ6 41 1 
SRR1298742.6216	IGHJ5 45 1 
SRR1298742.5396	IGHJ5 49 0 
SRR1298742.5903	IGHJ6 58 3 
SRR1298742.6749	IGHJ6 41 1 
SRR1298742.1260	IGHJ6 49 3 
SRR1298742.280	IGHJ6 42 1 
SRR1298742.6610	IGHJ6 46 1 
SRR1298742.4843	IGHJ6 46 1 
SRR1298742.2834	IGHJ6 46 1 
SRR1298742.5804	IGHJ6 55 1 
SRR1298742.1012	IGHJ6 46 2 
SRR1298742.2602	IGHJ3 32 1 IGHJ6 31 1 IGHJ6 31 2 IGHJ6 31 2 IGHJ6 31 2 
SRR1298742.5106	IGHJ5 49 0 
SRR1298742.2239	IGHJ5 49 0 
SRR1298742.610	IGHJ6 58 3 
SRR1298742.8502	IGHJ5 49 0 
SRR1298742.2425	IGHJ6 46 1 
SRR1298742.3102	IGHJ6 46 1 
SRR1298742.8784	IGHJ6 55 1 
SRR1298742.3092	IGHJ6 58 3 
SRR1298742.2828	IGHJ6 55 1 
SRR1298742.4213	IGHJ5 49 0 
SRR1298742.241	IGHJ6 58 3 
SRR1298742.589	IGHJ3 46 4 
SRR1298742.4772	IGHJ6 46 1 
SRR1298742.5750	IGHJ5 49 0 
SRR1298742.5996	IGHJ5 49 0 
SRR1298742.3110	IGHJ6 55 1 
SRR1298742.6286	IGHJ6 55 2 
SRR1298742.6346	IGHJ3 44 3 
SRR1298742.7912	IGHJ6 46 1 
SRR1298742.3500	IGHJ4 41 1 
SRR1298742.2318	IGHJ5 49 0 
SRR1298742.3729	IGHJ5 49 0 
SRR1298742.8824	IGHJ5 49 0 
SRR1298742.2368	IGHJ5 49 0 
SRR1298742.6	IGHJ5 49 0 
SRR1298742.7343	IGHJ6 41 1 
SRR1298742.4995	IGHJ4 47 2 
SRR1298742.8728	IGHJ5 49 0 
SRR1298742.122	IGHJ6 46 1 
SRR1298742.4351	IGHJ6 46 1 
SRR1298742.7188	IGHJ5 49 0 
SRR1298742.1259	IGHJ6 46 1 
SRR1298742.8087	IGHJ6 55 0 
