SRR1298742.2575	IGHV1-2 295 14 
SRR1298742.5570	IGHV1-2 292 16 
SRR1298742.6599	IGHV1-2 292 16 
SRR1298742.1773	IGHV1-2 292 15 
SRR1298742.1237	IGHV1-8 295 8 
SRR1298742.8131	IGHV6-1 304 7 
SRR1298742.1298	IGHV4-34 288 15 
SRR1298742.2276	IGHV1-46 297 11 
SRR1298742.578	IGHV1-2 292 16 
SRR1298742.5029	IGHV1-2 292 15 
SRR1298742.3834	IGHV3-49 301 1 
SRR1298742.4190	IGHV3-49 300 0 
SRR1298742.641	IGHV1-8 295 8 
SRR1298742.1845	IGHV2-5 301 26 
SRR1298742.6579	IGHV1-8 295 8 
SRR1298742.8614	IGHV6-1 304 1 
SRR1298742.889	IGHV1-2 292 17 
SRR1298742.3416	IGHV6-1 304 6 
SRR1298742.6416	IGHV1-2 290 16 
SRR1298742.1111	IGHV1-8 295 7 
SRR1298742.238	IGHV4-34 289 21 
SRR1298742.5201	IGHV1-46 296 12 
SRR1298742.1402	IGHV1-2 292 16 
SRR1298742.8884	IGHV3-74 290 20 
SRR1298742.888	IGHV4-34 288 21 
SRR1298742.6782	IGHV6-1 304 7 
SRR1298742.5155	IGHV4-34 284 15 
SRR1298742.4124	IGHV4-34 293 15 
SRR1298742.6018	IGHV1-2 292 16 
SRR1298742.9104	IGHV1-8 296 7 
SRR1298742.4940	IGHV1-2 292 17 
SRR1298742.4382	IGHV1-8 295 7 
SRR1298742.4470	IGHV6-1 304 7 
SRR1298742.5250	IGHV1-2 292 16 
SRR1298742.4059	IGHV1-2 292 16 
SRR1298742.7642	IGHV1-8 295 8 
SRR1298742.2343	IGHV2-5 303 27 
SRR1298742.197	IGHV4-34 287 32 
SRR1298742.3000	IGHV1-2 292 16 
SRR1298742.2219	IGHV1-2 293 16 
SRR1298742.2820	IGHV1-2 292 18 
SRR1298742.5825	IGHV1-2 292 17 
SRR1298742.1728	IGHV1-46 296 11 
SRR1298742.2267	IGHV1-2 292 16 
SRR1298742.6539	IGHV3-74 290 23 
SRR1298742.4112	IGHV3-49 300 0 
SRR1298742.6902	IGHV6-1 302 8 
SRR1298742.4543	IGHV3-74 290 13 
SRR1298742.165	IGHV1-2 292 16 
SRR1298742.1801	IGHV3-74 290 13 
SRR1298742.1227	IGHV4-34 288 15 
SRR1298742.4060	IGHV6-1 305 8 
SRR1298742.1713	IGHV1-2 292 16 
SRR1298742.9336	IGHV1-8 295 7 
SRR1298742.3814	IGHV1-8 295 7 
SRR1298742.3865	IGHV1-2 292 16 
SRR1298742.1511	IGHV1-2 292 16 
SRR1298742.7672	IGHV2-5 293 9 
SRR1298742.2428	IGHV1-46 296 11 
SRR1298742.5813	IGHV1-2 293 16 
SRR1298742.1028	IGHV6-1 304 7 
SRR1298742.9183	IGHV3-9 289 19 
SRR1298742.405	IGHV4-34 287 33 
SRR1298742.2832	IGHV1-2 292 16 
SRR1298742.8148	IGHV3-49 301 0 
SRR1298742.8119	IGHV1-2 292 16 
SRR1298742.8799	IGHV1-2 292 17 
SRR1298742.3748	IGHV4-34 288 15 
SRR1298742.6904	IGHV1-8 296 7 
SRR1298742.8020	IGHV2-5 301 28 
SRR1298742.7938	IGHV3-9 289 18 
SRR1298742.9140	IGHV4-59/61 299 13 
SRR1298742.5998	IGHV1-2 292 16 
SRR1298742.5260	IGHV1-8 295 7 
SRR1298742.4010	IGHV3-49 302 2 
SRR1298742.3932	IGHV4-34 290 29 
SRR1298742.5838	IGHV1-2 293 16 
SRR1298742.1356	IGHV1-2 292 17 
SRR1298742.8006	IGHV6-1 304 7 
SRR1298742.7011	IGHV3-49 300 0 
SRR1298742.4189	IGHV1-2 292 15 
SRR1298742.9070	IGHV4-34 288 15 
SRR1298742.6606	IGHV4-34 288 15 
SRR1298742.2813	IGHV4-34 288 15 
SRR1298742.6014	IGHV1-18 295 4 
SRR1298742.7410	IGHV1-2 292 19 
SRR1298742.6440	IGHV6-1 304 7 
SRR1298742.62	IGHV4-34 288 15 
SRR1298742.8655	IGHV6-1 304 0 
SRR1298742.4568	IGHV1-8 295 8 
SRR1298742.7590	IGHV3-49 299 0 
SRR1298742.5059	IGHV1-8 295 7 
SRR1298742.4350	IGHV6-1 305 7 
SRR1298742.5425	IGHV1-8 295 7 
SRR1298742.9364	IGHV1-2 294 19 
SRR1298742.9108	IGHV3-9 289 18 
SRR1298742.1544	IGHV1-2 293 16 
SRR1298742.4392	IGHV4-59/61 298 14 
SRR1298742.5894	IGHV1-2 292 16 
SRR1298742.2334	IGHV1-2 292 16 
SRR1298742.7806	IGHV4-34 288 16 
SRR1298742.8322	IGHV2-5 295 10 
SRR1298742.216	IGHV1-2 292 16 
SRR1298742.5235	IGHV3-49 300 1 
SRR1298742.7089	IGHV2-5 301 26 
SRR1298742.7214	IGHV6-1 304 7 
SRR1298742.1463	IGHV4-34 288 15 
SRR1298742.794	IGHV4-34 289 16 
SRR1298742.3459	IGHV1-8 296 7 
SRR1298742.7250	IGHV4-59/61 291 11 
SRR1298742.1789	IGHV4-39 299 18 
SRR1298742.3066	IGHV1-2 292 16 
SRR1298742.5747	IGHV2-5 303 27 
SRR1298742.5729	IGHV1-8 296 8 
SRR1298742.3831	IGHV3-74 296 11 
SRR1298742.7006	IGHV6-1 302 8 
SRR1298742.5880	IGHV1-18 291 6 
SRR1298742.501	IGHV6-1 304 7 
SRR1298742.2391	IGHV1-46 296 12 
SRR1298742.6780	IGHV1-2 292 16 
SRR1298742.5003	IGHV1-2 293 15 
SRR1298742.7124	IGHV6-1 298 8 
SRR1298742.3159	IGHV1-8 295 8 
SRR1298742.5431	IGHV1-2 292 17 
SRR1298742.9452	IGHV6-1 304 7 
SRR1298742.8116	IGHV4-34 285 15 
SRR1298742.1534	IGHV1-2 292 17 
SRR1298742.1423	IGHV1-8 295 7 
SRR1298742.2527	IGHV1-2 292 18 
SRR1298742.3914	IGHV1-2 292 15 
SRR1298742.1299	IGHV4-39 299 20 
SRR1298742.7610	IGHV1-2 292 16 
SRR1298742.4053	IGHV4-34 288 16 
SRR1298742.5233	IGHV1-46 296 12 
SRR1298742.7990	IGHV4-39 294 14 IGHV4-59/61 294 15 
SRR1298742.9431	IGHV4-34 288 16 
SRR1298742.8917	IGHV1-2 289 17 
SRR1298742.4050	IGHV3-49 301 0 
SRR1298742.5171	IGHV3-9 298 28 
SRR1298742.5544	IGHV1-2 292 16 
SRR1298742.4800	IGHV3-74 296 10 
SRR1298742.4252	IGHV1-46 296 11 
SRR1298742.7506	IGHV3-49 301 0 
SRR1298742.8708	IGHV3-49 300 0 
SRR1298742.9161	IGHV1-46 296 11 
SRR1298742.8419	IGHV3-49 300 0 
SRR1298742.3905	IGHV1-2 292 18 
SRR1298742.7327	IGHV1-2 292 17 
SRR1298742.1009	IGHV3-74 290 21 
SRR1298742.7880	IGHV6-1 304 7 
SRR1298742.6448	IGHV3-74 290 14 
SRR1298742.2601	IGHV6-1 304 7 
SRR1298742.8867	IGHV1-2 292 16 
SRR1298742.1874	IGHV1-2 292 16 
SRR1298742.5354	IGHV1-2 292 16 
SRR1298742.4294	IGHV1-2 292 17 
SRR1298742.2906	IGHV1-2 292 17 
SRR1298742.4289	IGHV3-74 291 21 
SRR1298742.6795	IGHV1-2 292 16 
SRR1298742.2539	IGHV1-2 290 16 
SRR1298742.4378	IGHV1-2 292 15 
SRR1298742.9242	IGHV6-1 304 8 
SRR1298742.6656	IGHV1-46 296 12 
SRR1298742.2513	IGHV1-2 294 15 
SRR1298742.3819	IGHV6-1 304 7 
SRR1298742.6283	IGHV3-49 300 1 
SRR1298742.1208	IGHV1-2 292 16 
SRR1298742.3618	IGHV6-1 304 8 
SRR1298742.8621	IGHV3-74 290 20 
SRR1298742.8719	IGHV1-2 292 15 
SRR1298742.2883	IGHV6-1 305 10 
SRR1298742.7337	IGHV3-49 300 0 
SRR1298742.8420	IGHV1-2 292 16 
SRR1298742.2936	IGHV1-8 295 9 
SRR1298742.7259	IGHV4-39 299 19 
SRR1298742.2349	IGHV6-1 304 1 
SRR1298742.8630	IGHV1-2 292 16 
SRR1298742.105	IGHV1-8 296 7 
SRR1298742.4003	IGHV1-2 292 17 
SRR1298742.3012	IGHV6-1 304 7 
SRR1298742.524	IGHV1-2 292 18 
SRR1298742.9182	IGHV3-49 300 1 
SRR1298742.7689	IGHV3-49 300 0 
SRR1298742.28	IGHV1-18 291 7 
SRR1298742.2837	IGHV4-34 280 14 
SRR1298742.2070	IGHV6-1 304 7 
SRR1298742.6349	IGHV6-1 304 1 
SRR1298742.8937	IGHV6-1 303 8 
SRR1298742.707	IGHV4-34 288 18 
SRR1298742.3518	IGHV4-34 288 16 
SRR1298742.3654	IGHV4-34 285 17 
SRR1298742.1592	IGHV1-46 296 11 
SRR1298742.5448	IGHV4-34 272 30 
SRR1298742.1769	IGHV1-2 292 17 
SRR1298742.8015	IGHV1-2 292 16 
SRR1298742.2878	IGHV1-46 296 11 
SRR1298742.3603	IGHV1-2 292 16 
SRR1298742.7613	IGHV6-1 304 7 
SRR1298742.7423	IGHV3-49 300 2 
SRR1298742.2825	IGHV6-1 304 7 
SRR1298742.6499	IGHV1-2 292 16 
SRR1298742.1136	IGHV4-34 290 28 
SRR1298742.422	IGHV1-8 296 7 
SRR1298742.1805	IGHV1-18 291 7 
SRR1298742.3795	IGHV3-49 300 2 
SRR1298742.281	IGHV1-18 291 7 
SRR1298742.5052	IGHV6-1 304 7 
SRR1298742.4900	IGHV3-74 296 10 
SRR1298742.2306	IGHV3-49 300 1 
SRR1298742.2884	IGHV1-2 292 17 
SRR1298742.7198	IGHV3-9 293 21 
SRR1298742.89	IGHV4-34 287 33 
SRR1298742.1901	IGHV1-2 292 17 
SRR1298742.6881	IGHV3-74 290 22 
SRR1298742.6475	IGHV1-2 292 16 
SRR1298742.9071	IGHV6-1 304 8 
SRR1298742.1794	IGHV3-74 290 13 
SRR1298742.4012	IGHV3-74 290 21 
SRR1298742.426	IGHV1-2 292 17 
SRR1298742.2220	IGHV1-8 297 7 
SRR1298742.8325	IGHV6-1 305 7 
SRR1298742.4643	IGHV4-39 294 13 IGHV4-59/61 294 14 
SRR1298742.4854	IGHV6-1 303 9 
SRR1298742.651	IGHV1-46 296 11 
SRR1298742.5185	IGHV1-2 292 16 
SRR1298742.4403	IGHV3-74 266 19 
SRR1298742.7994	IGHV3-49 301 1 
SRR1298742.1860	IGHV1-2 292 16 
SRR1298742.6272	IGHV1-2 292 16 
SRR1298742.8820	IGHV1-46 296 11 
SRR1298742.2940	IGHV1-2 293 18 
SRR1298742.3028	IGHV4-59/61 298 14 
SRR1298742.6463	IGHV4-34 291 29 
SRR1298742.8684	IGHV3-74 290 21 
SRR1298742.5878	IGHV1-46 296 11 
SRR1298742.2576	IGHV6-1 303 11 
SRR1298742.1662	IGHV1-2 292 16 
SRR1298742.9115	IGHV4-34 288 15 
SRR1298742.7030	IGHV3-49 300 3 
SRR1298742.6222	IGHV3-49 300 0 
SRR1298742.1257	IGHV2-5 295 9 
SRR1298742.4127	IGHV3-49 301 0 
SRR1298742.4956	IGHV6-1 304 7 
SRR1298742.8046	IGHV4-30-4/31 298 22 
SRR1298742.1133	IGHV1-2 292 16 
SRR1298742.8609	IGHV3-49 301 2 
SRR1298742.2283	IGHV1-2 293 16 
SRR1298742.4676	IGHV3-49 301 0 
SRR1298742.4210	IGHV1-2 292 16 
SRR1298742.2225	IGHV4-39 294 13 IGHV4-59/61 294 14 
SRR1298742.9157	IGHV2-5 295 9 
SRR1298742.1239	IGHV4-34 288 16 
SRR1298742.1235	IGHV6-1 304 7 
SRR1298742.5737	IGHV1-46 296 12 
SRR1298742.5193	IGHV6-1 304 8 
SRR1298742.8383	IGHV6-1 304 7 
SRR1298742.2976	IGHV2-70 296 15 
SRR1298742.19	IGHV1-8 295 8 
SRR1298742.6438	IGHV6-1 304 8 
SRR1298742.9450	IGHV1-2 292 15 
SRR1298742.8221	IGHV1-8 295 7 
SRR1298742.678	IGHV1-2 292 17 
SRR1298742.3070	IGHV1-8 295 7 
SRR1298742.307	IGHV1-2 292 16 
SRR1298742.3700	IGHV1-2 292 15 
SRR1298742.5755	IGHV1-8 295 8 
SRR1298742.91	IGHV4-34 293 14 
SRR1298742.5111	IGHV3-74 290 22 
SRR1298742.7807	IGHV3-49 297 0 
SRR1298742.8624	IGHV6-1 303 11 
SRR1298742.5973	IGHV1-2 292 17 
SRR1298742.9028	IGHV1-8 295 7 
SRR1298742.9178	IGHV3-74 290 21 
SRR1298742.2511	IGHV6-1 304 2 
SRR1298742.5967	IGHV6-1 304 7 
SRR1298742.5170	IGHV1-2 292 17 
SRR1298742.5646	IGHV1-2 292 18 
SRR1298742.7335	IGHV6-1 304 8 
SRR1298742.7805	IGHV1-2 292 16 
SRR1298742.4633	IGHV1-2 292 16 
SRR1298742.284	IGHV1-2 292 15 
SRR1298742.4968	IGHV1-8 295 7 
SRR1298742.2973	IGHV1-2 292 16 
SRR1298742.3704	IGHV4-34 288 15 
SRR1298742.5101	IGHV3-49 300 0 
SRR1298742.9461	IGHV1-2 292 15 
SRR1298742.5994	IGHV6-1 264 3 
SRR1298742.6989	IGHV2-5 302 27 
SRR1298742.4644	IGHV4-34 288 16 
SRR1298742.1304	IGHV1-2 292 17 
SRR1298742.3128	IGHV6-1 304 0 
SRR1298742.1825	IGHV4-34 287 33 
SRR1298742.4965	IGHV1-8 295 7 
SRR1298742.6410	IGHV3-74 296 10 
SRR1298742.8236	IGHV3-74 290 21 
SRR1298742.8601	IGHV3-49 300 0 
SRR1298742.9097	IGHV3-49 301 1 
SRR1298742.5571	IGHV1-2 292 15 
SRR1298742.8952	IGHV3-74 294 12 
SRR1298742.6124	IGHV1-2 292 14 
SRR1298742.8162	IGHV4-34 288 15 
SRR1298742.9379	IGHV3-49 300 0 
SRR1298742.7808	IGHV4-34 293 16 
SRR1298742.4118	IGHV1-2 292 16 
SRR1298742.1487	IGHV3-74 298 11 
SRR1298742.5502	IGHV3-49 300 0 
SRR1298742.190	IGHV1-8 295 7 
SRR1298742.2753	IGHV1-2 293 16 
SRR1298742.431	IGHV1-2 292 16 
SRR1298742.256	IGHV4-34 288 16 
SRR1298742.6363	IGHV3-74 295 12 
SRR1298742.2344	IGHV3-49 300 0 
SRR1298742.2352	IGHV4-34 288 17 
SRR1298742.4057	IGHV1-2 292 16 
SRR1298742.1514	IGHV1-2 292 16 
SRR1298742.9021	IGHV1-8 295 7 
SRR1298742.6219	IGHV1-46 296 12 
SRR1298742.2722	IGHV1-2 292 16 
SRR1298742.894	IGHV1-46 296 11 
SRR1298742.2756	IGHV6-1 304 0 
SRR1298742.1261	IGHV3-9 289 18 
SRR1298742.996	IGHV4-34 288 15 
SRR1298742.9011	IGHV3-49 304 1 
SRR1298742.1934	IGHV6-1 304 8 
SRR1298742.7262	IGHV1-2 289 16 
SRR1298742.2596	IGHV1-8 295 8 
SRR1298742.5303	IGHV6-1 304 8 
SRR1298742.7683	IGHV3-74 290 21 
SRR1298742.4084	IGHV1-2 292 16 
SRR1298742.1533	IGHV1-2 292 16 
SRR1298742.7950	IGHV3-74 292 21 
SRR1298742.5032	IGHV3-49 300 0 
SRR1298742.7952	IGHV1-2 292 16 
SRR1298742.8147	IGHV6-1 304 0 
SRR1298742.3840	IGHV3-49 302 0 
SRR1298742.7734	IGHV1-8 295 7 
SRR1298742.7493	IGHV3-49 300 1 
SRR1298742.923	IGHV3-49 300 0 
SRR1298742.3761	IGHV1-46 296 11 
SRR1298742.4844	IGHV1-2 292 16 
SRR1298742.8247	IGHV1-2 292 15 
SRR1298742.8407	IGHV4-34 287 33 
SRR1298742.1587	IGHV1-46 296 11 
SRR1298742.7260	IGHV1-46 296 11 
SRR1298742.467	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.5984	IGHV3-9 289 19 
SRR1298742.3798	IGHV6-1 304 8 
SRR1298742.1545	IGHV1-2 292 16 
SRR1298742.1141	IGHV1-2 292 17 
SRR1298742.3083	IGHV1-8 295 7 
SRR1298742.4502	IGHV1-2 292 19 
SRR1298742.7243	IGHV4-34 290 28 
SRR1298742.2150	IGHV1-8 296 7 
SRR1298742.3310	IGHV1-46 296 12 
SRR1298742.4035	IGHV1-2 292 15 
SRR1298742.1979	IGHV1-46 296 12 
SRR1298742.7978	IGHV4-39 299 20 
SRR1298742.8438	IGHV6-1 304 7 
SRR1298742.6642	IGHV1-2 292 18 
SRR1298742.8756	IGHV1-8 295 7 
SRR1298742.7129	IGHV4-30-4/31 298 22 
SRR1298742.4241	IGHV4-34 288 15 
SRR1298742.805	IGHV1-8 295 7 
SRR1298742.9039	IGHV6-1 304 0 
SRR1298742.2457	IGHV4-39 297 28 
SRR1298742.3909	IGHV4-34 288 15 
SRR1298742.886	IGHV1-8 295 8 
SRR1298742.4836	IGHV3-74 296 11 
SRR1298742.9298	IGHV1-2 292 16 
SRR1298742.16	IGHV4-39 294 13 IGHV4-59/61 294 12 IGHV4-59/61 294 13 
SRR1298742.2350	IGHV1-2 292 17 
SRR1298742.8171	IGHV4-34 287 33 
SRR1298742.5869	IGHV4-34 288 15 
SRR1298742.8367	IGHV1-2 292 16 
SRR1298742.1530	IGHV4-34 288 15 
SRR1298742.8762	IGHV3-49 303 1 
SRR1298742.3528	IGHV4-34 293 16 
SRR1298742.3978	IGHV1-46 296 12 
SRR1298742.982	IGHV1-2 292 16 
SRR1298742.6493	IGHV1-2 292 16 
SRR1298742.2389	IGHV1-8 295 7 
SRR1298742.9329	IGHV6-1 305 7 
SRR1298742.3945	IGHV1-2 292 17 
SRR1298742.7963	IGHV3-74 282 21 
SRR1298742.1200	IGHV1-2 293 17 
SRR1298742.4499	IGHV1-2 292 16 
SRR1298742.683	IGHV4-34 288 16 
SRR1298742.3653	IGHV1-2 292 17 
SRR1298742.6777	IGHV6-1 304 7 
SRR1298742.8018	IGHV3-74 291 22 
SRR1298742.4770	IGHV1-2 292 16 
SRR1298742.4786	IGHV1-2 293 16 
SRR1298742.2450	IGHV6-1 304 7 
SRR1298742.6331	IGHV1-2 292 19 
SRR1298742.1855	IGHV6-1 304 8 
SRR1298742.2463	IGHV6-1 304 7 
SRR1298742.5515	IGHV6-1 304 7 
SRR1298742.4918	IGHV1-46 296 11 
SRR1298742.1983	IGHV1-2 292 18 
SRR1298742.6654	IGHV6-1 304 1 
SRR1298742.4637	IGHV1-2 292 16 
SRR1298742.1330	IGHV1-46 296 11 
SRR1298742.8898	IGHV1-2 292 17 
SRR1298742.3821	IGHV4-34 288 15 
SRR1298742.3533	IGHV1-2 292 20 
SRR1298742.5790	IGHV3-74 291 21 
SRR1298742.7425	IGHV1-8 295 7 
SRR1298742.8988	IGHV1-8 295 8 
SRR1298742.3642	IGHV4-34 288 15 
SRR1298742.2917	IGHV1-8 295 7 
SRR1298742.4597	IGHV1-8 296 7 
SRR1298742.1324	IGHV3-74 290 21 
SRR1298742.8250	IGHV1-2 292 16 
SRR1298742.6693	IGHV1-46 296 11 
SRR1298742.8427	IGHV1-2 292 17 
SRR1298742.9155	IGHV3-49 295 0 
SRR1298742.9369	IGHV3-49 302 3 
SRR1298742.5651	IGHV1-2 295 16 
SRR1298742.7548	IGHV3-49 300 0 
SRR1298742.9296	IGHV3-74 230 11 
SRR1298742.3582	IGHV6-1 305 8 
SRR1298742.4837	IGHV6-1 303 7 
SRR1298742.5302	IGHV6-1 308 8 
SRR1298742.7222	IGHV1-8 295 8 
SRR1298742.3303	IGHV1-2 292 17 
SRR1298742.5183	IGHV4-34 288 15 
SRR1298742.7830	IGHV4-34 288 15 
SRR1298742.542	IGHV1-2 293 16 
SRR1298742.2981	IGHV1-2 292 17 
SRR1298742.480	IGHV1-46 296 11 
SRR1298742.4663	IGHV3-49 300 0 
SRR1298742.9088	IGHV6-1 304 7 
SRR1298742.1372	IGHV1-2 292 16 
SRR1298742.692	IGHV4-30-4/31 298 24 
SRR1298742.4111	IGHV3-49 302 0 
SRR1298742.2021	IGHV6-1 305 7 
SRR1298742.842	IGHV1-2 292 16 
SRR1298742.7266	IGHV1-18 291 6 
SRR1298742.2905	IGHV2-5 295 9 
SRR1298742.7589	IGHV1-2 292 16 
SRR1298742.6808	IGHV4-34 290 28 
SRR1298742.5558	IGHV3-49 301 0 
SRR1298742.5240	IGHV6-1 305 7 
SRR1298742.6037	IGHV1-2 292 16 
SRR1298742.4306	IGHV1-8 295 7 
SRR1298742.3715	IGHV4-34 288 16 
SRR1298742.2732	IGHV1-2 292 17 
SRR1298742.5395	IGHV6-1 304 2 
SRR1298742.268	IGHV4-34 288 15 
SRR1298742.7600	IGHV4-34 288 16 
SRR1298742.9458	IGHV1-2 292 16 
SRR1298742.9232	IGHV1-2 292 16 
SRR1298742.8955	IGHV6-1 304 8 
SRR1298742.2075	IGHV6-1 304 0 
SRR1298742.3308	IGHV4-34 288 16 
SRR1298742.2839	IGHV1-8 295 7 
SRR1298742.545	IGHV1-2 292 18 
SRR1298742.6211	IGHV4-39 299 19 
SRR1298742.5292	IGHV1-2 292 17 
SRR1298742.1437	IGHV6-1 305 7 
SRR1298742.184	IGHV1-2 292 16 
SRR1298742.3693	IGHV2-5 301 25 
SRR1298742.8479	IGHV3-74 290 21 
SRR1298742.4636	IGHV1-2 294 16 
SRR1298742.9100	IGHV3-49 301 0 
SRR1298742.6029	IGHV3-49 305 0 
SRR1298742.3418	IGHV3-49 300 2 
SRR1298742.8827	IGHV2-5 295 9 
SRR1298742.9168	IGHV3-74 291 22 
SRR1298742.7432	IGHV3-49 300 0 
SRR1298742.6935	IGHV1-8 295 7 
SRR1298742.5501	IGHV2-5 302 27 
SRR1298742.8528	IGHV6-1 304 0 
SRR1298742.556	IGHV1-2 292 15 
SRR1298742.1293	IGHV4-34 288 14 
SRR1298742.9435	IGHV1-8 297 8 
SRR1298742.6199	IGHV1-2 292 16 
SRR1298742.7521	IGHV3-74 290 21 
SRR1298742.3455	IGHV4-39 300 19 
SRR1298742.192	IGHV1-8 295 7 
SRR1298742.2853	IGHV1-46 296 16 
SRR1298742.338	IGHV4-34 288 17 
SRR1298742.8779	IGHV3-49 300 2 
SRR1298742.4342	IGHV3-49 300 2 
SRR1298742.6039	IGHV1-2 292 18 
SRR1298742.8345	IGHV3-74 290 21 
SRR1298742.8870	IGHV1-2 292 16 
SRR1298742.5586	IGHV1-69 290 38 
SRR1298742.7999	IGHV4-34 291 28 
SRR1298742.6731	IGHV1-2 292 16 
SRR1298742.4973	IGHV6-1 305 8 
SRR1298742.1857	IGHV1-2 292 17 
SRR1298742.2091	IGHV1-18 291 7 
SRR1298742.4105	IGHV4-34 288 15 
SRR1298742.6329	IGHV3-74 290 22 
SRR1298742.3854	IGHV6-1 304 7 
SRR1298742.3311	IGHV1-2 292 17 
SRR1298742.3470	IGHV4-34 288 15 
SRR1298742.5886	IGHV4-39 294 14 IGHV4-59/61 294 15 
SRR1298742.346	IGHV4-34 288 15 
SRR1298742.9428	IGHV1-46 297 11 
SRR1298742.7097	IGHV6-1 304 7 
SRR1298742.8589	IGHV6-1 304 0 
SRR1298742.4261	IGHV1-2 292 17 
SRR1298742.1847	IGHV4-34 288 15 
SRR1298742.4357	IGHV6-1 304 7 
SRR1298742.9211	IGHV3-74 291 13 
SRR1298742.2583	IGHV1-8 295 9 
SRR1298742.6828	IGHV6-1 304 8 
SRR1298742.2968	IGHV4-34 292 27 
SRR1298742.1486	IGHV4-34 288 15 
SRR1298742.1084	IGHV4-34 290 28 
SRR1298742.686	IGHV1-8 295 7 
SRR1298742.5718	IGHV1-2 292 16 
SRR1298742.6073	IGHV3-49 301 0 
SRR1298742.9349	IGHV3-49 300 1 
SRR1298742.7359	IGHV1-8 295 7 
SRR1298742.6333	IGHV3-74 290 22 
SRR1298742.173	IGHV4-59/61 291 11 
SRR1298742.7468	IGHV3-49 300 2 
SRR1298742.5986	IGHV3-74 290 22 
SRR1298742.1421	IGHV3-49 300 0 
SRR1298742.4404	IGHV1-46 296 11 
SRR1298742.4998	IGHV1-8 295 8 
SRR1298742.4692	IGHV6-1 306 7 
SRR1298742.3822	IGHV1-2 292 16 
SRR1298742.9219	IGHV6-1 304 7 
SRR1298742.261	IGHV1-2 292 17 
SRR1298742.1636	IGHV1-2 292 16 
SRR1298742.7383	IGHV6-1 304 7 
SRR1298742.2804	IGHV1-2 292 16 
SRR1298742.3027	IGHV1-46 296 12 
SRR1298742.6873	IGHV6-1 304 8 
SRR1298742.339	IGHV1-46 296 11 
SRR1298742.6626	IGHV1-8 295 9 
SRR1298742.2909	IGHV2-5 297 9 
SRR1298742.5121	IGHV3-49 300 0 
SRR1298742.5330	IGHV1-2 292 19 
SRR1298742.3023	IGHV1-46 297 11 
SRR1298742.2008	IGHV1-2 292 17 
SRR1298742.7837	IGHV6-1 304 0 
SRR1298742.8063	IGHV3-49 300 1 
SRR1298742.2911	IGHV3-74 290 21 
SRR1298742.6903	IGHV6-1 304 0 
SRR1298742.5022	IGHV1-2 292 18 
SRR1298742.4549	IGHV1-2 292 16 
SRR1298742.640	IGHV1-46 296 12 
SRR1298742.8441	IGHV1-2 292 16 
SRR1298742.8184	IGHV3-49 302 0 
SRR1298742.6125	IGHV6-1 302 8 
SRR1298742.6140	IGHV1-2 292 17 
SRR1298742.469	IGHV1-2 292 16 
SRR1298742.5438	IGHV1-2 292 17 
SRR1298742.3563	IGHV1-69 290 38 
SRR1298742.4458	IGHV4-34 292 15 
SRR1298742.8921	IGHV1-2 292 17 
SRR1298742.1292	IGHV1-2 292 16 
SRR1298742.7783	IGHV1-2 292 16 
SRR1298742.1959	IGHV1-2 292 16 
SRR1298742.232	IGHV4-34 288 16 
SRR1298742.1732	IGHV4-34 288 15 
SRR1298742.1376	IGHV6-1 304 7 
SRR1298742.6940	IGHV1-2 292 16 
SRR1298742.451	IGHV3-49 300 0 
SRR1298742.4919	IGHV3-49 301 0 
SRR1298742.571	IGHV4-34 288 15 
SRR1298742.9043	IGHV3-49 301 1 
SRR1298742.2796	IGHV3-49 300 0 
SRR1298742.1412	IGHV3-74 290 21 
SRR1298742.7307	IGHV3-49 300 3 
SRR1298742.4278	IGHV3-74 290 21 
SRR1298742.8967	IGHV4-34 290 28 
SRR1298742.3568	IGHV4-39 299 19 
SRR1298742.6757	IGHV4-39 299 19 
SRR1298742.1290	IGHV1-2 292 15 
SRR1298742.7365	IGHV1-46 296 14 
SRR1298742.7593	IGHV3-49 300 1 
SRR1298742.2080	IGHV6-1 305 7 
SRR1298742.3956	IGHV6-1 304 7 
SRR1298742.4664	IGHV4-30-4/31 298 22 
SRR1298742.237	IGHV6-1 304 7 
SRR1298742.4179	IGHV1-18 291 7 
SRR1298742.4113	IGHV1-46 296 13 
SRR1298742.2157	IGHV1-8 295 8 
SRR1298742.3757	IGHV2-5 301 29 
SRR1298742.7172	IGHV3-74 290 22 
SRR1298742.9371	IGHV1-2 292 18 
SRR1298742.1185	IGHV1-2 292 17 
SRR1298742.5842	IGHV4-34 288 16 
SRR1298742.6254	IGHV1-2 292 17 
SRR1298742.840	IGHV1-8 295 7 
SRR1298742.690	IGHV1-2 293 20 
SRR1298742.9179	IGHV6-1 304 7 
SRR1298742.6594	IGHV6-1 304 8 
SRR1298742.1150	IGHV1-2 292 16 
SRR1298742.3082	IGHV6-1 306 10 
SRR1298742.7294	IGHV2-5 301 26 
SRR1298742.7288	IGHV3-49 300 0 
SRR1298742.4796	IGHV1-2 292 17 
SRR1298742.6042	IGHV4-34 288 16 
SRR1298742.3657	IGHV4-34 267 30 
SRR1298742.902	IGHV1-2 292 16 
SRR1298742.688	IGHV1-8 295 7 
SRR1298742.3005	IGHV4-34 288 16 
SRR1298742.6843	IGHV1-8 295 8 
SRR1298742.6876	IGHV3-49 300 1 
